b0,f_V,dt_excess_Myr,destroyed
0.074,0.41400000000000003,0.0,1.0
0.076,0.41400000000000003,0.0,1.0
0.078,0.41400000000000003,0.0,1.0
0.08,0.41400000000000003,0.0,1.0
0.082,0.41400000000000003,0.0,1.0
0.084,0.41400000000000003,0.0,1.0
0.08600000000000001,0.41400000000000003,0.0,1.0
0.088,0.41400000000000003,0.0,1.0
0.09,0.41400000000000003,0.0,1.0
0.092,0.41400000000000003,0.0,1.0
0.094,0.41400000000000003,0.0,1.0
0.096,0.41400000000000003,0.0,1.0
0.098,0.41400000000000003,0.0,1.0
0.1,0.41400000000000003,0.0,1.0
0.10200000000000001,0.41400000000000003,0.0,1.0
0.10400000000000001,0.41400000000000003,0.0,1.0
0.106,0.41400000000000003,0.0,1.0
0.108,0.41400000000000003,0.0,1.0
0.11,0.41400000000000003,0.0,1.0
0.112,0.41400000000000003,0.0,1.0
0.114,0.41400000000000003,0.0,1.0
0.116,0.41400000000000003,0.0,1.0
0.11800000000000001,0.41400000000000003,0.0,1.0
0.12,0.41400000000000003,0.0,1.0
0.122,0.41400000000000003,0.0,1.0
0.124,0.41400000000000003,0.0,1.0
0.126,0.41400000000000003,0.0,1.0
0.128,0.41400000000000003,0.0,1.0
0.13,0.41400000000000003,0.0,1.0
0.132,0.41400000000000003,0.0,1.0
0.134,0.41400000000000003,0.0,1.0
0.136,0.41400000000000003,0.0,1.0
0.138,0.41400000000000003,0.0,1.0
0.14,0.41400000000000003,0.0,1.0
0.14200000000000002,0.41400000000000003,0.0,1.0
0.14400000000000002,0.41400000000000003,0.0,1.0
0.146,0.41400000000000003,0.0,1.0
0.148,0.41400000000000003,0.0,1.0
0.15,0.41400000000000003,0.0,1.0
0.152,0.41400000000000003,0.0,1.0
0.154,0.41400000000000003,0.0,1.0
0.156,0.41400000000000003,0.0,1.0
0.158,0.41400000000000003,0.0,1.0
0.16,0.41400000000000003,0.0,1.0
0.162,0.41400000000000003,0.0,1.0
0.164,0.41400000000000003,0.0,1.0
0.166,0.41400000000000003,0.0,1.0
0.168,0.41400000000000003,0.0,1.0
0.17,0.41400000000000003,0.0,1.0
0.17200000000000001,0.41400000000000003,0.0,1.0
0.17400000000000002,0.41400000000000003,0.0,1.0
0.176,0.41400000000000003,0.0,1.0
0.178,0.41400000000000003,0.0,1.0
0.18,0.41400000000000003,0.0,1.0
0.182,0.41400000000000003,0.0,1.0
0.184,0.41400000000000003,0.0,1.0
0.186,0.41400000000000003,0.0,1.0
0.188,0.41400000000000003,0.0,1.0
0.19,0.41400000000000003,0.0,1.0
0.192,0.41400000000000003,0.0,1.0
0.194,0.41400000000000003,0.0,1.0
0.196,0.41400000000000003,0.0,1.0
0.198,0.41400000000000003,0.0,1.0
0.2,0.41400000000000003,0.0,1.0
0.0,0.42000000000000004,-0.0,1.0
0.002,0.42000000000000004,0.0,1.0
0.004,0.42000000000000004,0.0,1.0
0.006,0.42000000000000004,0.0,1.0
0.008,0.42000000000000004,0.0,1.0
0.01,0.42000000000000004,0.0,1.0
0.012,0.42000000000000004,0.0,1.0
0.014,0.42000000000000004,0.0,1.0
0.016,0.42000000000000004,0.0,1.0
0.018000000000000002,0.42000000000000004,0.0,1.0
0.02,0.42000000000000004,0.0,1.0
0.022,0.42000000000000004,0.0,1.0
0.024,0.42000000000000004,0.0,1.0
0.026000000000000002,0.42000000000000004,0.0,1.0
0.028,0.42000000000000004,0.0,1.0
0.03,0.42000000000000004,0.0,1.0
0.032,0.42000000000000004,0.0,1.0
0.034,0.42000000000000004,0.0,1.0
0.036000000000000004,0.42000000000000004,0.0,1.0
0.038,0.42000000000000004,0.0,1.0
0.04,0.42000000000000004,0.0,1.0
0.042,0.42000000000000004,0.0,1.0
0.044,0.42000000000000004,0.0,1.0
0.046,0.42000000000000004,0.0,1.0
0.048,0.42000000000000004,0.0,1.0
0.05,0.42000000000000004,0.0,1.0
0.052000000000000005,0.42000000000000004,0.0,1.0
0.054,0.42000000000000004,0.0,1.0
0.056,0.42000000000000004,0.0,1.0
0.058,0.42000000000000004,0.0,1.0
0.06,0.42000000000000004,0.0,1.0
0.062,0.42000000000000004,0.0,1.0
0.064,0.42000000000000004,0.0,1.0
0.066,0.42000000000000004,0.0,1.0
0.068,0.42000000000000004,0.0,1.0
0.07,0.42000000000000004,0.0,1.0
0.07200000000000001,0.42000000000000004,0.0,1.0
0.074,0.42000000000000004,0.0,1.0
0.076,0.42000000000000004,0.0,1.0
0.078,0.42000000000000004,0.0,1.0
0.08,0.42000000000000004,0.0,1.0
0.082,0.42000000000000004,0.0,1.0
0.084,0.42000000000000004,0.0,1.0
0.08600000000000001,0.42000000000000004,0.0,1.0
0.088,0.42000000000000004,0.0,1.0
0.09,0.42000000000000004,0.0,1.0
0.092,0.42000000000000004,0.0,1.0
0.094,0.42000000000000004,0.0,1.0
0.096,0.42000000000000004,0.0,1.0
0.098,0.42000000000000004,0.0,1.0
0.1,0.42000000000000004,0.0,1.0
0.10200000000000001,0.42000000000000004,0.0,1.0
0.10400000000000001,0.42000000000000004,0.0,1.0
0.106,0.42000000000000004,0.0,1.0
0.108,0.42000000000000004,0.0,1.0
0.11,0.42000000000000004,0.0,1.0
0.112,0.42000000000000004,0.0,1.0
0.114,0.42000000000000004,0.0,1.0
0.116,0.42000000000000004,0.0,1.0
0.11800000000000001,0.42000000000000004,0.0,1.0
0.12,0.42000000000000004,0.0,1.0
0.122,0.42000000000000004,0.0,1.0
0.124,0.42000000000000004,0.0,1.0
0.126,0.42000000000000004,0.0,1.0
0.128,0.42000000000000004,0.0,1.0
0.13,0.42000000000000004,0.0,1.0
0.132,0.42000000000000004,0.0,1.0
0.134,0.42000000000000004,0.0,1.0
0.136,0.42000000000000004,0.0,1.0
0.138,0.42000000000000004,0.0,1.0
0.14,0.42000000000000004,0.0,1.0
0.14200000000000002,0.42000000000000004,0.0,1.0
0.14400000000000002,0.42000000000000004,0.0,1.0
0.146,0.42000000000000004,0.0,1.0
0.148,0.42000000000000004,0.0,1.0
0.15,0.42000000000000004,0.0,1.0
0.152,0.42000000000000004,0.0,1.0
0.154,0.42000000000000004,0.0,1.0
0.156,0.42000000000000004,0.0,1.0
0.158,0.42000000000000004,0.0,1.0
0.16,0.42000000000000004,0.0,1.0
0.162,0.42000000000000004,0.0,1.0
0.164,0.42000000000000004,0.0,1.0
0.166,0.42000000000000004,0.0,1.0
0.168,0.42000000000000004,0.0,1.0
0.17,0.42000000000000004,0.0,1.0
0.17200000000000001,0.42000000000000004,0.0,1.0
0.17400000000000002,0.42000000000000004,0.0,1.0
0.176,0.42000000000000004,0.0,1.0
0.178,0.42000000000000004,0.0,1.0
0.18,0.42000000000000004,0.0,1.0
0.182,0.42000000000000004,0.0,1.0
0.184,0.42000000000000004,0.0,1.0
0.186,0.42000000000000004,0.0,1.0
0.188,0.42000000000000004,0.0,1.0
0.19,0.42000000000000004,0.0,1.0
0.192,0.42000000000000004,0.0,1.0
0.194,0.42000000000000004,0.0,1.0
0.196,0.42000000000000004,0.0,1.0
0.198,0.42000000000000004,0.0,1.0
0.2,0.42000000000000004,0.0,1.0
0.0,0.42600000000000005,-0.0,1.0
0.002,0.42600000000000005,0.0,1.0
0.004,0.42600000000000005,0.0,1.0
0.006,0.42600000000000005,0.0,1.0
0.008,0.42600000000000005,0.0,1.0
0.01,0.42600000000000005,0.0,1.0
0.012,0.42600000000000005,0.0,1.0
0.014,0.42600000000000005,0.0,1.0
0.016,0.42600000000000005,0.0,1.0
0.018000000000000002,0.42600000000000005,0.0,1.0
0.02,0.42600000000000005,0.0,1.0
0.022,0.42600000000000005,0.0,1.0
0.024,0.42600000000000005,0.0,1.0
0.026000000000000002,0.42600000000000005,0.0,1.0
0.028,0.42600000000000005,0.0,1.0
0.03,0.42600000000000005,0.0,1.0
0.032,0.42600000000000005,0.0,1.0
0.034,0.42600000000000005,0.0,1.0
0.036000000000000004,0.42600000000000005,0.0,1.0
0.038,0.42600000000000005,0.0,1.0
0.04,0.42600000000000005,0.0,1.0
0.042,0.42600000000000005,0.0,1.0
0.044,0.42600000000000005,0.0,1.0
0.046,0.42600000000000005,0.0,1.0
0.048,0.42600000000000005,0.0,1.0
0.05,0.42600000000000005,0.0,1.0
0.052000000000000005,0.42600000000000005,0.0,1.0
0.054,0.42600000000000005,0.0,1.0
0.056,0.42600000000000005,0.0,1.0
0.058,0.42600000000000005,0.0,1.0
0.06,0.42600000000000005,0.0,1.0
0.062,0.42600000000000005,0.0,1.0
0.064,0.42600000000000005,0.0,1.0
0.066,0.42600000000000005,0.0,1.0
0.068,0.42600000000000005,0.0,1.0
0.07,0.42600000000000005,0.0,1.0
0.07200000000000001,0.42600000000000005,0.0,1.0
0.074,0.42600000000000005,0.0,1.0
0.076,0.42600000000000005,0.0,1.0
0.078,0.42600000000000005,0.0,1.0
0.08,0.42600000000000005,0.0,1.0
0.082,0.42600000000000005,0.0,1.0
0.084,0.42600000000000005,0.0,1.0
0.08600000000000001,0.42600000000000005,0.0,1.0
0.088,0.42600000000000005,0.0,1.0
0.09,0.42600000000000005,0.0,1.0
0.092,0.42600000000000005,0.0,1.0
0.094,0.42600000000000005,0.0,1.0
0.096,0.42600000000000005,0.0,1.0
0.098,0.42600000000000005,0.0,1.0
0.1,0.42600000000000005,0.0,1.0
0.10200000000000001,0.42600000000000005,0.0,1.0
0.10400000000000001,0.42600000000000005,0.0,1.0
0.106,0.42600000000000005,0.0,1.0
0.108,0.42600000000000005,0.0,1.0
0.11,0.42600000000000005,0.0,1.0
0.112,0.42600000000000005,0.0,1.0
0.114,0.42600000000000005,0.0,1.0
0.116,0.42600000000000005,0.0,1.0
0.11800000000000001,0.42600000000000005,0.0,1.0
0.12,0.42600000000000005,0.0,1.0
0.122,0.42600000000000005,0.0,1.0
0.124,0.42600000000000005,0.0,1.0
0.126,0.42600000000000005,0.0,1.0
0.128,0.42600000000000005,0.0,1.0
0.13,0.42600000000000005,0.0,1.0
0.132,0.42600000000000005,0.0,1.0
0.134,0.42600000000000005,0.0,1.0
0.136,0.42600000000000005,0.0,1.0
0.138,0.42600000000000005,0.0,1.0
0.14,0.42600000000000005,0.0,1.0
0.14200000000000002,0.42600000000000005,0.0,1.0
0.14400000000000002,0.42600000000000005,0.0,1.0
0.146,0.42600000000000005,0.0,1.0
0.148,0.42600000000000005,0.0,1.0
0.15,0.42600000000000005,0.0,1.0
0.152,0.42600000000000005,0.0,1.0
0.154,0.42600000000000005,0.0,1.0
0.156,0.42600000000000005,0.0,1.0
0.158,0.42600000000000005,0.0,1.0
0.16,0.42600000000000005,0.0,1.0
0.162,0.42600000000000005,0.0,1.0
0.164,0.42600000000000005,0.0,1.0
0.166,0.42600000000000005,0.0,1.0
0.168,0.42600000000000005,0.0,1.0
0.17,0.42600000000000005,0.0,1.0
0.17200000000000001,0.42600000000000005,0.0,1.0
0.17400000000000002,0.42600000000000005,0.0,1.0
0.176,0.42600000000000005,0.0,1.0
0.178,0.42600000000000005,0.0,1.0
0.18,0.42600000000000005,0.0,1.0
0.182,0.42600000000000005,0.0,1.0
0.184,0.42600000000000005,0.0,1.0
0.186,0.42600000000000005,0.0,1.0
0.188,0.42600000000000005,0.0,1.0
0.19,0.42600000000000005,0.0,1.0
0.192,0.42600000000000005,0.0,1.0
0.194,0.42600000000000005,0.0,1.0
0.196,0.42600000000000005,0.0,1.0
0.198,0.42600000000000005,0.0,1.0
0.2,0.42600000000000005,0.0,1.0
0.0,0.43200000000000005,-0.0,1.0
0.002,0.43200000000000005,0.0,1.0
0.004,0.43200000000000005,0.0,1.0
0.006,0.43200000000000005,0.0,1.0
0.008,0.43200000000000005,0.0,1.0
0.01,0.43200000000000005,0.0,1.0
0.012,0.43200000000000005,0.0,1.0
0.014,0.43200000000000005,0.0,1.0
0.016,0.43200000000000005,0.0,1.0
0.018000000000000002,0.43200000000000005,0.0,1.0
0.02,0.43200000000000005,0.0,1.0
0.022,0.43200000000000005,0.0,1.0
0.024,0.43200000000000005,0.0,1.0
0.026000000000000002,0.43200000000000005,0.0,1.0
0.028,0.43200000000000005,0.0,1.0
0.03,0.43200000000000005,0.0,1.0
0.032,0.43200000000000005,0.0,1.0
0.034,0.43200000000000005,0.0,1.0
0.036000000000000004,0.43200000000000005,0.0,1.0
0.038,0.43200000000000005,0.0,1.0
0.04,0.43200000000000005,0.0,1.0
0.042,0.43200000000000005,0.0,1.0
0.044,0.43200000000000005,0.0,1.0
0.046,0.43200000000000005,0.0,1.0
0.048,0.43200000000000005,0.0,1.0
0.05,0.43200000000000005,0.0,1.0
0.052000000000000005,0.43200000000000005,0.0,1.0
0.054,0.43200000000000005,0.0,1.0
0.056,0.43200000000000005,0.0,1.0
0.058,0.43200000000000005,0.0,1.0
0.06,0.43200000000000005,0.0,1.0
0.062,0.43200000000000005,0.0,1.0
0.064,0.43200000000000005,0.0,1.0
0.066,0.43200000000000005,0.0,1.0
0.068,0.43200000000000005,0.0,1.0
0.07,0.43200000000000005,0.0,1.0
0.07200000000000001,0.43200000000000005,0.0,1.0
0.074,0.43200000000000005,0.0,1.0
0.076,0.43200000000000005,0.0,1.0
0.078,0.43200000000000005,0.0,1.0
0.08,0.43200000000000005,0.0,1.0
0.082,0.43200000000000005,0.0,1.0
0.084,0.43200000000000005,0.0,1.0
0.08600000000000001,0.43200000000000005,0.0,1.0
0.088,0.43200000000000005,0.0,1.0
0.09,0.43200000000000005,0.0,1.0
0.092,0.43200000000000005,0.0,1.0
0.094,0.43200000000000005,0.0,1.0
0.096,0.43200000000000005,0.0,1.0
0.098,0.43200000000000005,0.0,1.0
0.1,0.43200000000000005,0.0,1.0
0.10200000000000001,0.43200000000000005,0.0,1.0
0.10400000000000001,0.43200000000000005,0.0,1.0
0.106,0.43200000000000005,0.0,1.0
0.108,0.43200000000000005,0.0,1.0
0.11,0.43200000000000005,0.0,1.0
0.112,0.43200000000000005,0.0,1.0
0.114,0.43200000000000005,0.0,1.0
0.116,0.43200000000000005,0.0,1.0
0.11800000000000001,0.43200000000000005,0.0,1.0
0.12,0.43200000000000005,0.0,1.0
0.122,0.43200000000000005,0.0,1.0
0.124,0.43200000000000005,0.0,1.0
0.126,0.43200000000000005,0.0,1.0
0.128,0.43200000000000005,0.0,1.0
0.13,0.43200000000000005,0.0,1.0
0.132,0.43200000000000005,0.0,1.0
0.134,0.43200000000000005,0.0,1.0
0.136,0.43200000000000005,0.0,1.0
0.138,0.43200000000000005,0.0,1.0
0.14,0.43200000000000005,0.0,1.0
0.14200000000000002,0.43200000000000005,0.0,1.0
0.14400000000000002,0.43200000000000005,0.0,1.0
0.146,0.43200000000000005,0.0,1.0
0.148,0.43200000000000005,0.0,1.0
0.15,0.43200000000000005,0.0,1.0
0.152,0.43200000000000005,0.0,1.0
0.154,0.43200000000000005,0.0,1.0
0.156,0.43200000000000005,0.0,1.0
0.158,0.43200000000000005,0.0,1.0
0.16,0.43200000000000005,0.0,1.0
0.162,0.43200000000000005,0.0,1.0
0.164,0.43200000000000005,0.0,1.0
0.166,0.43200000000000005,0.0,1.0
0.168,0.43200000000000005,0.0,1.0
0.17,0.43200000000000005,0.0,1.0
0.17200000000000001,0.43200000000000005,0.0,1.0
0.17400000000000002,0.43200000000000005,0.0,1.0
0.176,0.43200000000000005,0.0,1.0
0.178,0.43200000000000005,0.0,1.0
0.18,0.43200000000000005,0.0,1.0
0.182,0.43200000000000005,0.0,1.0
0.184,0.43200000000000005,0.0,1.0
0.186,0.43200000000000005,0.0,1.0
0.188,0.43200000000000005,0.0,1.0
0.19,0.43200000000000005,0.0,1.0
0.192,0.43200000000000005,0.0,1.0
0.194,0.43200000000000005,0.0,1.0
0.196,0.43200000000000005,0.0,1.0
0.198,0.43200000000000005,0.0,1.0
0.2,0.43200000000000005,0.0,1.0
0.0,0.438,-0.0,1.0
0.002,0.438,0.0,1.0
0.004,0.438,0.0,1.0
0.006,0.438,0.0,1.0
0.008,0.438,0.0,1.0
0.01,0.438,0.0,1.0
0.012,0.438,0.0,1.0
0.014,0.438,0.0,1.0
0.016,0.438,0.0,1.0
0.018000000000000002,0.438,0.0,1.0
0.02,0.438,0.0,1.0
0.022,0.438,0.0,1.0
0.024,0.438,0.0,1.0
0.026000000000000002,0.438,0.0,1.0
0.028,0.438,0.0,1.0
0.03,0.438,0.0,1.0
0.032,0.438,0.0,1.0
0.034,0.438,0.0,1.0
0.036000000000000004,0.438,0.0,1.0
0.038,0.438,0.0,1.0
0.04,0.438,0.0,1.0
0.042,0.438,0.0,1.0
0.044,0.438,0.0,1.0
0.046,0.438,0.0,1.0
0.048,0.438,0.0,1.0
0.05,0.438,0.0,1.0
0.052000000000000005,0.438,0.0,1.0
0.054,0.438,0.0,1.0
0.056,0.438,0.0,1.0
0.058,0.438,0.0,1.0
0.06,0.438,0.0,1.0
0.062,0.438,0.0,1.0
0.064,0.438,0.0,1.0
0.066,0.438,0.0,1.0
0.068,0.438,0.0,1.0
0.07,0.438,0.0,1.0
0.07200000000000001,0.438,0.0,1.0
0.074,0.438,0.0,1.0
0.076,0.438,0.0,1.0
0.078,0.438,0.0,1.0
0.08,0.438,0.0,1.0
0.082,0.438,0.0,1.0
0.084,0.438,0.0,1.0
0.08600000000000001,0.438,0.0,1.0
0.088,0.438,0.0,1.0
0.09,0.438,0.0,1.0
0.092,0.438,0.0,1.0
0.094,0.438,0.0,1.0
0.096,0.438,0.0,1.0
0.098,0.438,0.0,1.0
0.1,0.438,0.0,1.0
0.10200000000000001,0.438,0.0,1.0
0.10400000000000001,0.438,0.0,1.0
0.106,0.438,0.0,1.0
0.108,0.438,0.0,1.0
0.11,0.438,0.0,1.0
0.112,0.438,0.0,1.0
0.114,0.438,0.0,1.0
0.116,0.438,0.0,1.0
0.11800000000000001,0.438,0.0,1.0
0.12,0.438,0.0,1.0
0.122,0.438,0.0,1.0
0.124,0.438,0.0,1.0
0.126,0.438,0.0,1.0
0.128,0.438,0.0,1.0
0.13,0.438,0.0,1.0
0.132,0.438,0.0,1.0
0.134,0.438,0.0,1.0
0.136,0.438,0.0,1.0
0.138,0.438,0.0,1.0
0.14,0.438,0.0,1.0
0.14200000000000002,0.438,0.0,1.0
0.14400000000000002,0.438,0.0,1.0
0.146,0.438,0.0,1.0
0.148,0.438,0.0,1.0
0.15,0.438,0.0,1.0
0.152,0.438,0.0,1.0
0.154,0.438,0.0,1.0
0.156,0.438,0.0,1.0
0.158,0.438,0.0,1.0
0.16,0.438,0.0,1.0
0.162,0.438,0.0,1.0
0.164,0.438,0.0,1.0
0.166,0.438,0.0,1.0
0.168,0.438,0.0,1.0
0.17,0.438,0.0,1.0
0.17200000000000001,0.438,0.0,1.0
0.17400000000000002,0.438,0.0,1.0
0.176,0.438,0.0,1.0
0.178,0.438,0.0,1.0
0.18,0.438,0.0,1.0
0.182,0.438,0.0,1.0
0.184,0.438,0.0,1.0
0.186,0.438,0.0,1.0
0.188,0.438,0.0,1.0
0.19,0.438,0.0,1.0
0.192,0.438,0.0,1.0
0.194,0.438,0.0,1.0
0.196,0.438,0.0,1.0
0.198,0.438,0.0,1.0
0.2,0.438,0.0,1.0
0.0,0.444,-0.0,1.0
0.002,0.444,0.0,1.0
0.004,0.444,0.0,1.0
0.006,0.444,0.0,1.0
0.008,0.444,0.0,1.0
0.01,0.444,0.0,1.0
0.012,0.444,0.0,1.0
0.014,0.444,0.0,1.0
0.016,0.444,0.0,1.0
0.018000000000000002,0.444,0.0,1.0
0.02,0.444,0.0,1.0
0.022,0.444,0.0,1.0
0.024,0.444,0.0,1.0
0.026000000000000002,0.444,0.0,1.0
0.028,0.444,0.0,1.0
0.03,0.444,0.0,1.0
0.032,0.444,0.0,1.0
0.034,0.444,0.0,1.0
0.036000000000000004,0.444,0.0,1.0
0.038,0.444,0.0,1.0
0.04,0.444,0.0,1.0
0.042,0.444,0.0,1.0
0.044,0.444,0.0,1.0
0.046,0.444,0.0,1.0
0.048,0.444,0.0,1.0
0.05,0.444,0.0,1.0
0.052000000000000005,0.444,0.0,1.0
0.054,0.444,0.0,1.0
0.056,0.444,0.0,1.0
0.058,0.444,0.0,1.0
0.06,0.444,0.0,1.0
0.062,0.444,0.0,1.0
0.064,0.444,0.0,1.0
0.066,0.444,0.0,1.0
0.068,0.444,0.0,1.0
0.07,0.444,0.0,1.0
0.07200000000000001,0.444,0.0,1.0
0.074,0.444,0.0,1.0
0.076,0.444,0.0,1.0
0.078,0.444,0.0,1.0
0.08,0.444,0.0,1.0
0.082,0.444,0.0,1.0
0.084,0.444,0.0,1.0
0.08600000000000001,0.444,0.0,1.0
0.088,0.444,0.0,1.0
0.09,0.444,0.0,1.0
0.092,0.444,0.0,1.0
0.094,0.444,0.0,1.0
0.096,0.444,0.0,1.0
0.098,0.444,0.0,1.0
0.1,0.444,0.0,1.0
0.10200000000000001,0.444,0.0,1.0
0.10400000000000001,0.444,0.0,1.0
0.106,0.444,0.0,1.0
0.108,0.444,0.0,1.0
0.11,0.444,0.0,1.0
0.112,0.444,0.0,1.0
0.114,0.444,0.0,1.0
0.116,0.444,0.0,1.0
0.11800000000000001,0.444,0.0,1.0
0.12,0.444,0.0,1.0
0.122,0.444,0.0,1.0
0.124,0.444,0.0,1.0
0.126,0.444,0.0,1.0
0.128,0.444,0.0,1.0
0.13,0.444,0.0,1.0
0.132,0.444,0.0,1.0
0.134,0.444,0.0,1.0
0.136,0.444,0.0,1.0
0.138,0.444,0.0,1.0
0.14,0.444,0.0,1.0
0.14200000000000002,0.444,0.0,1.0
0.14400000000000002,0.444,0.0,1.0
0.146,0.444,0.0,1.0
0.148,0.444,0.0,1.0
0.15,0.444,0.0,1.0
0.152,0.444,0.0,1.0
0.154,0.444,0.0,1.0
0.156,0.444,0.0,1.0
0.158,0.444,0.0,1.0
0.16,0.444,0.0,1.0
0.162,0.444,0.0,1.0
0.164,0.444,0.0,1.0
0.166,0.444,0.0,1.0
0.168,0.444,0.0,1.0
0.17,0.444,0.0,1.0
0.17200000000000001,0.444,0.0,1.0
0.17400000000000002,0.444,0.0,1.0
0.176,0.444,0.0,1.0
0.178,0.444,0.0,1.0
0.18,0.444,0.0,1.0
0.182,0.444,0.0,1.0
0.184,0.444,0.0,1.0
0.186,0.444,0.0,1.0
0.188,0.444,0.0,1.0
0.19,0.444,0.0,1.0
0.192,0.444,0.0,1.0
0.194,0.444,0.0,1.0
0.196,0.444,0.0,1.0
0.198,0.444,0.0,1.0
0.2,0.444,0.0,1.0
0.0,0.45,-0.0,1.0
0.002,0.45,0.0,1.0
0.004,0.45,0.0,1.0
0.006,0.45,0.0,1.0
0.008,0.45,0.0,1.0
0.01,0.45,0.0,1.0
0.012,0.45,0.0,1.0
0.014,0.45,0.0,1.0
0.016,0.45,0.0,1.0
0.018000000000000002,0.45,0.0,1.0
0.02,0.45,0.0,1.0
0.022,0.45,0.0,1.0
0.024,0.45,0.0,1.0
0.026000000000000002,0.45,0.0,1.0
0.028,0.45,0.0,1.0
0.03,0.45,0.0,1.0
0.032,0.45,0.0,1.0
0.034,0.45,0.0,1.0
0.036000000000000004,0.45,0.0,1.0
0.038,0.45,0.0,1.0
0.04,0.45,0.0,1.0
0.042,0.45,0.0,1.0
0.044,0.45,0.0,1.0
0.046,0.45,0.0,1.0
0.048,0.45,0.0,1.0
0.05,0.45,0.0,1.0
0.052000000000000005,0.45,0.0,1.0
0.054,0.45,0.0,1.0
0.056,0.45,0.0,1.0
0.058,0.45,0.0,1.0
0.06,0.45,0.0,1.0
0.062,0.45,0.0,1.0
0.064,0.45,0.0,1.0
0.066,0.45,0.0,1.0
0.068,0.45,0.0,1.0
0.07,0.45,0.0,1.0
0.07200000000000001,0.45,0.0,1.0
0.074,0.45,0.0,1.0
0.076,0.45,0.0,1.0
0.078,0.45,0.0,1.0
0.08,0.45,0.0,1.0
0.082,0.45,0.0,1.0
0.084,0.45,0.0,1.0
0.08600000000000001,0.45,0.0,1.0
0.088,0.45,0.0,1.0
0.09,0.45,0.0,1.0
0.092,0.45,0.0,1.0
0.094,0.45,0.0,1.0
0.096,0.45,0.0,1.0
0.098,0.45,0.0,1.0
0.1,0.45,0.0,1.0
0.10200000000000001,0.45,0.0,1.0
0.10400000000000001,0.45,0.0,1.0
0.106,0.45,0.0,1.0
0.108,0.45,0.0,1.0
0.11,0.45,0.0,1.0
0.112,0.45,0.0,1.0
0.114,0.45,0.0,1.0
0.116,0.45,0.0,1.0
0.11800000000000001,0.45,0.0,1.0
0.12,0.45,0.0,1.0
0.122,0.45,0.0,1.0
0.124,0.45,0.0,1.0
0.126,0.45,0.0,1.0
0.128,0.45,0.0,1.0
0.13,0.45,0.0,1.0
0.132,0.45,0.0,1.0
0.134,0.45,0.0,1.0
0.136,0.45,0.0,1.0
0.138,0.45,0.0,1.0
0.14,0.45,0.0,1.0
0.14200000000000002,0.45,0.0,1.0
0.14400000000000002,0.45,0.0,1.0
0.146,0.45,0.0,1.0
0.148,0.45,0.0,1.0
0.15,0.45,0.0,1.0
0.152,0.45,0.0,1.0
0.154,0.45,0.0,1.0
0.156,0.45,0.0,1.0
0.158,0.45,0.0,1.0
0.16,0.45,0.0,1.0
0.162,0.45,0.0,1.0
0.164,0.45,0.0,1.0
0.166,0.45,0.0,1.0
0.168,0.45,0.0,1.0
0.17,0.45,0.0,1.0
0.17200000000000001,0.45,0.0,1.0
0.17400000000000002,0.45,0.0,1.0
0.176,0.45,0.0,1.0
0.178,0.45,0.0,1.0
0.18,0.45,0.0,1.0
0.182,0.45,0.0,1.0
0.184,0.45,0.0,1.0
0.186,0.45,0.0,1.0
0.188,0.45,0.0,1.0
0.19,0.45,0.0,1.0
0.192,0.45,0.0,1.0
0.194,0.45,0.0,1.0
0.196,0.45,0.0,1.0
0.198,0.45,0.0,1.0
0.2,0.45,0.0,1.0
0.0,0.456,-0.0,1.0
0.002,0.456,0.0,1.0
0.004,0.456,0.0,1.0
0.006,0.456,0.0,1.0
0.008,0.456,0.0,1.0
0.01,0.456,0.0,1.0
0.012,0.456,0.0,1.0
0.014,0.456,0.0,1.0
0.016,0.456,0.0,1.0
0.018000000000000002,0.456,0.0,1.0
0.02,0.456,0.0,1.0
0.022,0.456,0.0,1.0
0.024,0.456,0.0,1.0
0.026000000000000002,0.456,0.0,1.0
0.028,0.456,0.0,1.0
0.03,0.456,0.0,1.0
0.032,0.456,0.0,1.0
0.034,0.456,0.0,1.0
0.036000000000000004,0.456,0.0,1.0
0.038,0.456,0.0,1.0
0.04,0.456,0.0,1.0
0.042,0.456,0.0,1.0
0.044,0.456,0.0,1.0
0.046,0.456,0.0,1.0
0.048,0.456,0.0,1.0
0.05,0.456,0.0,1.0
0.052000000000000005,0.456,0.0,1.0
0.054,0.456,0.0,1.0
0.056,0.456,0.0,1.0
0.058,0.456,0.0,1.0
0.06,0.456,0.0,1.0
0.062,0.456,0.0,1.0
0.064,0.456,0.0,1.0
0.066,0.456,0.0,1.0
0.068,0.456,0.0,1.0
0.07,0.456,0.0,1.0
0.07200000000000001,0.456,0.0,1.0
0.074,0.456,0.0,1.0
0.076,0.456,0.0,1.0
0.078,0.456,0.0,1.0
0.08,0.456,0.0,1.0
0.082,0.456,0.0,1.0
0.084,0.456,0.0,1.0
0.08600000000000001,0.456,0.0,1.0
0.088,0.456,0.0,1.0
0.09,0.456,0.0,1.0
0.092,0.456,0.0,1.0
0.094,0.456,0.0,1.0
0.096,0.456,0.0,1.0
0.098,0.456,0.0,1.0
0.1,0.456,0.0,1.0
0.10200000000000001,0.456,0.0,1.0
0.10400000000000001,0.456,0.0,1.0
0.106,0.456,0.0,1.0
0.108,0.456,0.0,1.0
0.11,0.456,0.0,1.0
0.112,0.456,0.0,1.0
0.114,0.456,0.0,1.0
0.116,0.456,0.0,1.0
