b0,f_V,dt_excess_Myr,destroyed
0.112,0.6060000000000001,5.936000000000005,1.0
0.114,0.6060000000000001,6.042000000000005,1.0
0.116,0.6060000000000001,6.148000000000005,1.0
0.11800000000000001,0.6060000000000001,6.254000000000007,1.0
0.12,0.6060000000000001,6.360000000000006,1.0
0.122,0.6060000000000001,6.4660000000000055,1.0
0.124,0.6060000000000001,6.572000000000006,1.0
0.126,0.6060000000000001,6.678000000000006,1.0
0.128,0.6060000000000001,6.784000000000006,1.0
0.13,0.6060000000000001,6.890000000000006,1.0
0.132,0.6060000000000001,6.996000000000006,1.0
0.134,0.6060000000000001,7.1020000000000065,1.0
0.136,0.6060000000000001,7.208000000000006,1.0
0.138,0.6060000000000001,7.314000000000006,1.0
0.14,0.6060000000000001,7.420000000000007,1.0
0.14200000000000002,0.6060000000000001,7.526000000000008,1.0
0.14400000000000002,0.6060000000000001,7.6320000000000086,1.0
0.146,0.6060000000000001,7.738000000000007,1.0
0.148,0.6060000000000001,7.8440000000000065,1.0
0.15,0.6060000000000001,7.950000000000007,1.0
0.152,0.6060000000000001,8.056000000000008,1.0
0.154,0.6060000000000001,8.162000000000008,1.0
0.156,0.6060000000000001,8.268000000000008,1.0
0.158,0.6060000000000001,8.374000000000008,1.0
0.16,0.6060000000000001,8.480000000000008,1.0
0.162,0.6060000000000001,8.586000000000007,1.0
0.164,0.6060000000000001,8.692000000000007,1.0
0.166,0.6060000000000001,8.798000000000007,1.0
0.168,0.6060000000000001,8.904000000000007,1.0
0.17,0.6060000000000001,9.010000000000009,1.0
0.17200000000000001,0.6060000000000001,9.116000000000009,1.0
0.17400000000000002,0.6060000000000001,9.22200000000001,1.0
0.176,0.6060000000000001,9.328000000000008,1.0
0.178,0.6060000000000001,9.434000000000008,1.0
0.18,0.6060000000000001,9.540000000000008,1.0
0.182,0.6060000000000001,9.646000000000008,1.0
0.184,0.6060000000000001,9.75200000000001,1.0
0.186,0.6060000000000001,9.85800000000001,1.0
0.188,0.6060000000000001,9.96400000000001,1.0
0.19,0.6060000000000001,10.07000000000001,1.0
0.192,0.6060000000000001,10.176000000000009,1.0
0.194,0.6060000000000001,10.282000000000009,1.0
0.196,0.6060000000000001,10.388000000000009,1.0
0.198,0.6060000000000001,10.494000000000009,1.0
0.2,0.6060000000000001,10.600000000000009,1.0
0.0,0.6120000000000001,0.0,1.0
0.002,0.6120000000000001,0.1120000000000001,1.0
0.004,0.6120000000000001,0.2240000000000002,1.0
0.006,0.6120000000000001,0.3360000000000003,1.0
0.008,0.6120000000000001,0.4480000000000004,1.0
0.01,0.6120000000000001,0.5600000000000005,1.0
0.012,0.6120000000000001,0.6720000000000006,1.0
0.014,0.6120000000000001,0.7840000000000007,1.0
0.016,0.6120000000000001,0.8960000000000008,1.0
0.018000000000000002,0.6120000000000001,1.0080000000000011,1.0
0.02,0.6120000000000001,1.120000000000001,1.0
0.022,0.6120000000000001,1.232000000000001,1.0
0.024,0.6120000000000001,1.3440000000000012,1.0
0.026000000000000002,0.6120000000000001,1.4560000000000015,1.0
0.028,0.6120000000000001,1.5680000000000014,1.0
0.03,0.6120000000000001,1.6800000000000015,1.0
0.032,0.6120000000000001,1.7920000000000016,1.0
0.034,0.6120000000000001,1.9040000000000017,1.0
0.036000000000000004,0.6120000000000001,2.0160000000000022,1.0
0.038,0.6120000000000001,2.128000000000002,1.0
0.04,0.6120000000000001,2.240000000000002,1.0
0.042,0.6120000000000001,2.352000000000002,1.0
0.044,0.6120000000000001,2.464000000000002,1.0
0.046,0.6120000000000001,2.5760000000000023,1.0
0.048,0.6120000000000001,2.6880000000000024,1.0
0.05,0.6120000000000001,2.8000000000000025,1.0
0.052000000000000005,0.6120000000000001,2.912000000000003,1.0
0.054,0.6120000000000001,3.0240000000000027,1.0
0.056,0.6120000000000001,3.136000000000003,1.0
0.058,0.6120000000000001,3.248000000000003,1.0
0.06,0.6120000000000001,3.360000000000003,1.0
0.062,0.6120000000000001,3.472000000000003,1.0
0.064,0.6120000000000001,3.584000000000003,1.0
0.066,0.6120000000000001,3.6960000000000033,1.0
0.068,0.6120000000000001,3.8080000000000034,1.0
0.07,0.6120000000000001,3.9200000000000035,1.0
0.07200000000000001,0.6120000000000001,4.0320000000000045,1.0
0.074,0.6120000000000001,4.144000000000004,1.0
0.076,0.6120000000000001,4.256000000000004,1.0
0.078,0.6120000000000001,4.368000000000004,1.0
0.08,0.6120000000000001,4.480000000000004,1.0
0.082,0.6120000000000001,4.592000000000004,1.0
0.084,0.6120000000000001,4.704000000000004,1.0
0.08600000000000001,0.6120000000000001,4.816000000000004,1.0
0.088,0.6120000000000001,4.928000000000004,1.0
0.09,0.6120000000000001,5.0400000000000045,1.0
0.092,0.6120000000000001,5.152000000000005,1.0
0.094,0.6120000000000001,5.264000000000005,1.0
0.096,0.6120000000000001,5.376000000000005,1.0
0.098,0.6120000000000001,5.488000000000005,1.0
0.1,0.6120000000000001,5.600000000000005,1.0
0.10200000000000001,0.6120000000000001,5.712000000000006,1.0
0.10400000000000001,0.6120000000000001,5.824000000000006,1.0
0.106,0.6120000000000001,5.936000000000005,1.0
0.108,0.6120000000000001,6.048000000000005,1.0
0.11,0.6120000000000001,6.1600000000000055,1.0
0.112,0.6120000000000001,6.272000000000006,1.0
0.114,0.6120000000000001,6.384000000000006,1.0
0.116,0.6120000000000001,6.496000000000006,1.0
0.11800000000000001,0.6120000000000001,6.608000000000007,1.0
0.12,0.6120000000000001,6.720000000000006,1.0
0.122,0.6120000000000001,6.832000000000006,1.0
0.124,0.6120000000000001,6.944000000000006,1.0
0.126,0.6120000000000001,7.056000000000006,1.0
0.128,0.6120000000000001,7.168000000000006,1.0
0.13,0.6120000000000001,7.2800000000000065,1.0
0.132,0.6120000000000001,7.392000000000007,1.0
0.134,0.6120000000000001,7.504000000000007,1.0
0.136,0.6120000000000001,7.616000000000007,1.0
0.138,0.6120000000000001,7.728000000000007,1.0
0.14,0.6120000000000001,7.840000000000007,1.0
0.14200000000000002,0.6120000000000001,7.952000000000009,1.0
0.14400000000000002,0.6120000000000001,8.064000000000009,1.0
0.146,0.6120000000000001,8.176000000000007,1.0
0.148,0.6120000000000001,8.288000000000007,1.0
0.15,0.6120000000000001,8.400000000000007,1.0
0.152,0.6120000000000001,8.512000000000008,1.0
0.154,0.6120000000000001,8.624000000000008,1.0
0.156,0.6120000000000001,8.736000000000008,1.0
0.158,0.6120000000000001,8.848000000000008,1.0
0.16,0.6120000000000001,8.960000000000008,1.0
0.162,0.6120000000000001,9.072000000000008,1.0
0.164,0.6120000000000001,9.184000000000008,1.0
0.166,0.6120000000000001,9.296000000000008,1.0
0.168,0.6120000000000001,9.408000000000008,1.0
0.17,0.6120000000000001,9.520000000000008,1.0
0.17200000000000001,0.6120000000000001,9.632000000000009,1.0
0.17400000000000002,0.6120000000000001,9.74400000000001,1.0
0.176,0.6120000000000001,9.856000000000009,1.0
0.178,0.6120000000000001,9.968000000000009,1.0
0.18,0.6120000000000001,10.080000000000009,1.0
0.182,0.6120000000000001,10.192000000000009,1.0
0.184,0.6120000000000001,10.30400000000001,1.0
0.186,0.6120000000000001,10.41600000000001,1.0
0.188,0.6120000000000001,10.52800000000001,1.0
0.19,0.6120000000000001,10.64000000000001,1.0
0.192,0.6120000000000001,10.75200000000001,1.0
0.194,0.6120000000000001,10.86400000000001,1.0
0.196,0.6120000000000001,10.97600000000001,1.0
0.198,0.6120000000000001,11.08800000000001,1.0
0.2,0.6120000000000001,11.20000000000001,1.0
0.0,0.6180000000000001,0.0,1.0
0.002,0.6180000000000001,0.1180000000000001,1.0
0.004,0.6180000000000001,0.2360000000000002,1.0
0.006,0.6180000000000001,0.3540000000000003,1.0
0.008,0.6180000000000001,0.4720000000000004,1.0
0.01,0.6180000000000001,0.5900000000000005,1.0
0.012,0.6180000000000001,0.7080000000000006,1.0
0.014,0.6180000000000001,0.8260000000000007,1.0
0.016,0.6180000000000001,0.9440000000000008,1.0
0.018000000000000002,0.6180000000000001,1.0620000000000012,1.0
0.02,0.6180000000000001,1.180000000000001,1.0
0.022,0.6180000000000001,1.2980000000000012,1.0
0.024,0.6180000000000001,1.4160000000000013,1.0
0.026000000000000002,0.6180000000000001,1.5340000000000016,1.0
0.028,0.6180000000000001,1.6520000000000015,1.0
0.03,0.6180000000000001,1.7700000000000016,1.0
0.032,0.6180000000000001,1.8880000000000017,1.0
0.034,0.6180000000000001,2.006000000000002,1.0
0.036000000000000004,0.6180000000000001,2.1240000000000023,1.0
0.038,0.6180000000000001,2.2420000000000018,1.0
0.04,0.6180000000000001,2.360000000000002,1.0
0.042,0.6180000000000001,2.4780000000000024,1.0
0.044,0.6180000000000001,2.5960000000000023,1.0
0.046,0.6180000000000001,2.714000000000002,1.0
0.048,0.6180000000000001,2.8320000000000025,1.0
0.05,0.6180000000000001,2.950000000000003,1.0
0.052000000000000005,0.6180000000000001,3.068000000000003,1.0
0.054,0.6180000000000001,3.1860000000000026,1.0
0.056,0.6180000000000001,3.304000000000003,1.0
0.058,0.6180000000000001,3.4220000000000033,1.0
0.06,0.6180000000000001,3.540000000000003,1.0
0.062,0.6180000000000001,3.658000000000003,1.0
0.064,0.6180000000000001,3.7760000000000034,1.0
0.066,0.6180000000000001,3.8940000000000037,1.0
0.068,0.6180000000000001,4.012000000000004,1.0
0.07,0.6180000000000001,4.1300000000000034,1.0
0.07200000000000001,0.6180000000000001,4.248000000000005,1.0
0.074,0.6180000000000001,4.366000000000004,1.0
0.076,0.6180000000000001,4.4840000000000035,1.0
0.078,0.6180000000000001,4.602000000000004,1.0
0.08,0.6180000000000001,4.720000000000004,1.0
0.082,0.6180000000000001,4.8380000000000045,1.0
0.084,0.6180000000000001,4.956000000000005,1.0
0.08600000000000001,0.6180000000000001,5.074000000000004,1.0
0.088,0.6180000000000001,5.192000000000005,1.0
0.09,0.6180000000000001,5.310000000000005,1.0
0.092,0.6180000000000001,5.428000000000004,1.0
0.094,0.6180000000000001,5.546000000000005,1.0
0.096,0.6180000000000001,5.664000000000005,1.0
0.098,0.6180000000000001,5.782000000000005,1.0
0.1,0.6180000000000001,5.900000000000006,1.0
0.10200000000000001,0.6180000000000001,6.018000000000006,1.0
0.10400000000000001,0.6180000000000001,6.136000000000006,1.0
0.106,0.6180000000000001,6.254000000000006,1.0
0.108,0.6180000000000001,6.372000000000005,1.0
0.11,0.6180000000000001,6.4900000000000055,1.0
0.112,0.6180000000000001,6.608000000000006,1.0
0.114,0.6180000000000001,6.726000000000006,1.0
0.116,0.6180000000000001,6.8440000000000065,1.0
0.11800000000000001,0.6180000000000001,6.962000000000007,1.0
0.12,0.6180000000000001,7.080000000000006,1.0
0.122,0.6180000000000001,7.198000000000007,1.0
0.124,0.6180000000000001,7.316000000000006,1.0
0.126,0.6180000000000001,7.434000000000006,1.0
0.128,0.6180000000000001,7.552000000000007,1.0
0.13,0.6180000000000001,7.670000000000007,1.0
0.132,0.6180000000000001,7.788000000000007,1.0
0.134,0.6180000000000001,7.906000000000007,1.0
0.136,0.6180000000000001,8.024000000000008,1.0
0.138,0.6180000000000001,8.142000000000007,1.0
0.14,0.6180000000000001,8.260000000000007,1.0
0.14200000000000002,0.6180000000000001,8.378000000000009,1.0
0.14400000000000002,0.6180000000000001,8.49600000000001,1.0
0.146,0.6180000000000001,8.614000000000008,1.0
0.148,0.6180000000000001,8.732000000000008,1.0
0.15,0.6180000000000001,8.850000000000009,1.0
0.152,0.6180000000000001,8.968000000000007,1.0
0.154,0.6180000000000001,9.086000000000007,1.0
0.156,0.6180000000000001,9.204000000000008,1.0
0.158,0.6180000000000001,9.322000000000008,1.0
0.16,0.6180000000000001,9.440000000000008,1.0
0.162,0.6180000000000001,9.558000000000009,1.0
0.164,0.6180000000000001,9.676000000000009,1.0
0.166,0.6180000000000001,9.79400000000001,1.0
0.168,0.6180000000000001,9.91200000000001,1.0
0.17,0.6180000000000001,10.030000000000008,1.0
0.17200000000000001,0.6180000000000001,10.148000000000009,1.0
0.17400000000000002,0.6180000000000001,10.26600000000001,1.0
0.176,0.6180000000000001,10.38400000000001,1.0
0.178,0.6180000000000001,10.50200000000001,1.0
0.18,0.6180000000000001,10.62000000000001,1.0
0.182,0.6180000000000001,10.73800000000001,1.0
0.184,0.6180000000000001,10.856000000000009,1.0
0.186,0.6180000000000001,10.974000000000009,1.0
0.188,0.6180000000000001,11.09200000000001,1.0
0.19,0.6180000000000001,11.21000000000001,1.0
0.192,0.6180000000000001,11.32800000000001,1.0
0.194,0.6180000000000001,11.44600000000001,1.0
0.196,0.6180000000000001,11.56400000000001,1.0
0.198,0.6180000000000001,11.682000000000011,1.0
0.2,0.6180000000000001,11.800000000000011,1.0
0.0,0.6240000000000001,0.0,1.0
0.002,0.6240000000000001,0.12400000000000011,1.0
0.004,0.6240000000000001,0.24800000000000022,1.0
0.006,0.6240000000000001,0.37200000000000033,1.0
0.008,0.6240000000000001,0.49600000000000044,1.0
0.01,0.6240000000000001,0.6200000000000006,1.0
0.012,0.6240000000000001,0.7440000000000007,1.0
0.014,0.6240000000000001,0.8680000000000008,1.0
0.016,0.6240000000000001,0.9920000000000009,1.0
0.018000000000000002,0.6240000000000001,1.1160000000000012,1.0
0.02,0.6240000000000001,1.240000000000001,1.0
0.022,0.6240000000000001,1.3640000000000012,1.0
0.024,0.6240000000000001,1.4880000000000013,1.0
0.026000000000000002,0.6240000000000001,1.6120000000000017,1.0
0.028,0.6240000000000001,1.7360000000000015,1.0
0.03,0.6240000000000001,1.8600000000000017,1.0
0.032,0.6240000000000001,1.9840000000000018,1.0
0.034,0.6240000000000001,2.108000000000002,1.0
0.036000000000000004,0.6240000000000001,2.2320000000000024,1.0
0.038,0.6240000000000001,2.356000000000002,1.0
0.04,0.6240000000000001,2.480000000000002,1.0
0.042,0.6240000000000001,2.6040000000000023,1.0
0.044,0.6240000000000001,2.7280000000000024,1.0
0.046,0.6240000000000001,2.8520000000000025,1.0
0.048,0.6240000000000001,2.9760000000000026,1.0
0.05,0.6240000000000001,3.1000000000000028,1.0
0.052000000000000005,0.6240000000000001,3.2240000000000033,1.0
0.054,0.6240000000000001,3.348000000000003,1.0
0.056,0.6240000000000001,3.472000000000003,1.0
0.058,0.6240000000000001,3.596000000000003,1.0
0.06,0.6240000000000001,3.7200000000000033,1.0
0.062,0.6240000000000001,3.8440000000000034,1.0
0.064,0.6240000000000001,3.9680000000000035,1.0
0.066,0.6240000000000001,4.092000000000004,1.0
0.068,0.6240000000000001,4.216000000000004,1.0
0.07,0.6240000000000001,4.340000000000003,1.0
0.07200000000000001,0.6240000000000001,4.464000000000005,1.0
0.074,0.6240000000000001,4.5880000000000045,1.0
0.076,0.6240000000000001,4.712000000000004,1.0
0.078,0.6240000000000001,4.836000000000004,1.0
0.08,0.6240000000000001,4.960000000000004,1.0
0.082,0.6240000000000001,5.084000000000005,1.0
0.084,0.6240000000000001,5.208000000000005,1.0
0.08600000000000001,0.6240000000000001,5.332000000000004,1.0
0.088,0.6240000000000001,5.456000000000005,1.0
0.09,0.6240000000000001,5.580000000000005,1.0
0.092,0.6240000000000001,5.704000000000005,1.0
0.094,0.6240000000000001,5.828000000000005,1.0
0.096,0.6240000000000001,5.952000000000005,1.0
0.098,0.6240000000000001,6.076000000000006,1.0
0.1,0.6240000000000001,6.2000000000000055,1.0
0.10200000000000001,0.6240000000000001,6.324000000000006,1.0
0.10400000000000001,0.6240000000000001,6.448000000000007,1.0
0.106,0.6240000000000001,6.572000000000006,1.0
0.108,0.6240000000000001,6.696000000000006,1.0
0.11,0.6240000000000001,6.820000000000006,1.0
0.112,0.6240000000000001,6.944000000000006,1.0
0.114,0.6240000000000001,7.068000000000007,1.0
0.116,0.6240000000000001,7.192000000000006,1.0
0.11800000000000001,0.6240000000000001,7.316000000000007,1.0
0.12,0.6240000000000001,7.440000000000007,1.0
0.122,0.6240000000000001,7.564000000000007,1.0
0.124,0.6240000000000001,7.688000000000007,1.0
0.126,0.6240000000000001,7.8120000000000065,1.0
0.128,0.6240000000000001,7.936000000000007,1.0
0.13,0.6240000000000001,8.060000000000008,1.0
0.132,0.6240000000000001,8.184000000000008,1.0
0.134,0.6240000000000001,8.308000000000007,1.0
0.136,0.6240000000000001,8.432000000000007,1.0
0.138,0.6240000000000001,8.556000000000008,1.0
0.14,0.6240000000000001,8.680000000000007,1.0
0.14200000000000002,0.6240000000000001,8.80400000000001,1.0
0.14400000000000002,0.6240000000000001,8.92800000000001,1.0
0.146,0.6240000000000001,9.052000000000008,1.0
0.148,0.6240000000000001,9.176000000000009,1.0
0.15,0.6240000000000001,9.300000000000008,1.0
0.152,0.6240000000000001,9.424000000000008,1.0
0.154,0.6240000000000001,9.548000000000009,1.0
0.156,0.6240000000000001,9.672000000000008,1.0
0.158,0.6240000000000001,9.796000000000008,1.0
0.16,0.6240000000000001,9.920000000000009,1.0
0.162,0.6240000000000001,10.04400000000001,1.0
0.164,0.6240000000000001,10.16800000000001,1.0
0.166,0.6240000000000001,10.292000000000009,1.0
0.168,0.6240000000000001,10.41600000000001,1.0
0.17,0.6240000000000001,10.54000000000001,1.0
0.17200000000000001,0.6240000000000001,10.664000000000009,1.0
0.17400000000000002,0.6240000000000001,10.788000000000011,1.0
0.176,0.6240000000000001,10.91200000000001,1.0
0.178,0.6240000000000001,11.03600000000001,1.0
0.18,0.6240000000000001,11.16000000000001,1.0
0.182,0.6240000000000001,11.28400000000001,1.0
0.184,0.6240000000000001,11.40800000000001,1.0
0.186,0.6240000000000001,11.53200000000001,1.0
0.188,0.6240000000000001,11.65600000000001,1.0
0.19,0.6240000000000001,11.78000000000001,1.0
0.192,0.6240000000000001,11.90400000000001,1.0
0.194,0.6240000000000001,12.028000000000011,1.0
0.196,0.6240000000000001,12.152000000000012,1.0
0.198,0.6240000000000001,12.27600000000001,1.0
0.2,0.6240000000000001,12.400000000000011,1.0
0.0,0.6300000000000001,0.0,1.0
0.002,0.6300000000000001,0.13000000000000012,1.0
0.004,0.6300000000000001,0.26000000000000023,1.0
0.006,0.6300000000000001,0.39000000000000035,1.0
0.008,0.6300000000000001,0.5200000000000005,1.0
0.01,0.6300000000000001,0.6500000000000006,1.0
0.012,0.6300000000000001,0.7800000000000007,1.0
0.014,0.6300000000000001,0.9100000000000008,1.0
0.016,0.6300000000000001,1.040000000000001,1.0
0.018000000000000002,0.6300000000000001,1.1700000000000013,1.0
0.02,0.6300000000000001,1.3000000000000012,1.0
0.022,0.6300000000000001,1.4300000000000013,1.0
0.024,0.6300000000000001,1.5600000000000014,1.0
0.026000000000000002,0.6300000000000001,1.6900000000000017,1.0
0.028,0.6300000000000001,1.8200000000000016,1.0
0.03,0.6300000000000001,1.9500000000000017,1.0
0.032,0.6300000000000001,2.080000000000002,1.0
0.034,0.6300000000000001,2.2100000000000017,1.0
0.036000000000000004,0.6300000000000001,2.3400000000000025,1.0
0.038,0.6300000000000001,2.4700000000000024,1.0
0.04,0.6300000000000001,2.6000000000000023,1.0
0.042,0.6300000000000001,2.730000000000002,1.0
0.044,0.6300000000000001,2.8600000000000025,1.0
0.046,0.6300000000000001,2.990000000000003,1.0
0.048,0.6300000000000001,3.1200000000000028,1.0
0.05,0.6300000000000001,3.2500000000000027,1.0
0.052000000000000005,0.6300000000000001,3.3800000000000034,1.0
0.054,0.6300000000000001,3.5100000000000033,1.0
0.056,0.6300000000000001,3.6400000000000032,1.0
0.058,0.6300000000000001,3.770000000000003,1.0
0.06,0.6300000000000001,3.9000000000000035,1.0
0.062,0.6300000000000001,4.030000000000004,1.0
0.064,0.6300000000000001,4.160000000000004,1.0
0.066,0.6300000000000001,4.290000000000004,1.0
0.068,0.6300000000000001,4.4200000000000035,1.0
0.07,0.6300000000000001,4.550000000000004,1.0
0.07200000000000001,0.6300000000000001,4.680000000000005,1.0
0.074,0.6300000000000001,4.810000000000004,1.0
0.076,0.6300000000000001,4.940000000000005,1.0
0.078,0.6300000000000001,5.070000000000005,1.0
0.08,0.6300000000000001,5.200000000000005,1.0
0.082,0.6300000000000001,5.3300000000000045,1.0
0.084,0.6300000000000001,5.460000000000004,1.0
0.08600000000000001,0.6300000000000001,5.590000000000005,1.0
0.088,0.6300000000000001,5.720000000000005,1.0
0.09,0.6300000000000001,5.850000000000005,1.0
0.092,0.6300000000000001,5.980000000000006,1.0
0.094,0.6300000000000001,6.110000000000006,1.0
0.096,0.6300000000000001,6.2400000000000055,1.0
0.098,0.6300000000000001,6.370000000000005,1.0
0.1,0.6300000000000001,6.500000000000005,1.0
0.10200000000000001,0.6300000000000001,6.630000000000007,1.0
0.10400000000000001,0.6300000000000001,6.760000000000007,1.0
0.106,0.6300000000000001,6.890000000000006,1.0
0.108,0.6300000000000001,7.020000000000007,1.0
0.11,0.6300000000000001,7.150000000000007,1.0
0.112,0.6300000000000001,7.2800000000000065,1.0
0.114,0.6300000000000001,7.410000000000006,1.0
0.116,0.6300000000000001,7.540000000000006,1.0
0.11800000000000001,0.6300000000000001,7.670000000000008,1.0
0.12,0.6300000000000001,7.800000000000007,1.0
0.122,0.6300000000000001,7.930000000000007,1.0
0.124,0.6300000000000001,8.060000000000008,1.0
0.126,0.6300000000000001,8.190000000000007,1.0
0.128,0.6300000000000001,8.320000000000007,1.0
0.13,0.6300000000000001,8.450000000000008,1.0
0.132,0.6300000000000001,8.580000000000007,1.0
0.134,0.6300000000000001,8.710000000000008,1.0
0.136,0.6300000000000001,8.840000000000007,1.0
0.138,0.6300000000000001,8.970000000000008,1.0
0.14,0.6300000000000001,9.100000000000009,1.0
0.14200000000000002,0.6300000000000001,9.23000000000001,1.0
0.14400000000000002,0.6300000000000001,9.36000000000001,1.0
0.146,0.6300000000000001,9.490000000000009,1.0
0.148,0.6300000000000001,9.620000000000008,1.0
0.15,0.6300000000000001,9.750000000000009,1.0
0.152,0.6300000000000001,9.88000000000001,1.0
0.154,0.6300000000000001,10.010000000000009,1.0
0.156,0.6300000000000001,10.14000000000001,1.0
0.158,0.6300000000000001,10.270000000000008,1.0
0.16,0.6300000000000001,10.40000000000001,1.0
0.162,0.6300000000000001,10.53000000000001,1.0
0.164,0.6300000000000001,10.660000000000009,1.0
0.166,0.6300000000000001,10.79000000000001,1.0
0.168,0.6300000000000001,10.920000000000009,1.0
0.17,0.6300000000000001,11.05000000000001,1.0
0.17200000000000001,0.6300000000000001,11.18000000000001,1.0
0.17400000000000002,0.6300000000000001,11.310000000000011,1.0
0.176,0.6300000000000001,11.44000000000001,1.0
0.178,0.6300000000000001,11.570000000000011,1.0
0.18,0.6300000000000001,11.70000000000001,1.0
0.182,0.6300000000000001,11.83000000000001,1.0
0.184,0.6300000000000001,11.960000000000012,1.0
0.186,0.6300000000000001,12.09000000000001,1.0
0.188,0.6300000000000001,12.220000000000011,1.0
0.19,0.6300000000000001,12.35000000000001,1.0
0.192,0.6300000000000001,12.480000000000011,1.0
0.194,0.6300000000000001,12.610000000000012,1.0
0.196,0.6300000000000001,12.74000000000001,1.0
0.198,0.6300000000000001,12.870000000000012,1.0
0.2,0.6300000000000001,13.00000000000001,1.0
0.0,0.6360000000000001,0.0,1.0
0.002,0.6360000000000001,0.13600000000000012,1.0
0.004,0.6360000000000001,0.27200000000000024,1.0
0.006,0.6360000000000001,0.40800000000000036,1.0
0.008,0.6360000000000001,0.5440000000000005,1.0
0.01,0.6360000000000001,0.6800000000000006,1.0
0.012,0.6360000000000001,0.8160000000000007,1.0
0.014,0.6360000000000001,0.9520000000000008,1.0
0.016,0.6360000000000001,1.088000000000001,1.0
0.018000000000000002,0.6360000000000001,1.2240000000000013,1.0
0.02,0.6360000000000001,1.3600000000000012,1.0
0.022,0.6360000000000001,1.4960000000000013,1.0
0.024,0.6360000000000001,1.6320000000000014,1.0
0.026000000000000002,0.6360000000000001,1.7680000000000018,1.0
0.028,0.6360000000000001,1.9040000000000017,1.0
0.03,0.6360000000000001,2.040000000000002,1.0
0.032,0.6360000000000001,2.176000000000002,1.0
0.034,0.6360000000000001,2.312000000000002,1.0
0.036000000000000004,0.6360000000000001,2.4480000000000026,1.0
0.038,0.6360000000000001,2.5840000000000023,1.0
0.04,0.6360000000000001,2.7200000000000024,1.0
0.042,0.6360000000000001,2.8560000000000025,1.0
0.044,0.6360000000000001,2.9920000000000027,1.0
0.046,0.6360000000000001,3.128000000000003,1.0
0.048,0.6360000000000001,3.264000000000003,1.0
0.05,0.6360000000000001,3.400000000000003,1.0
0.052000000000000005,0.6360000000000001,3.5360000000000036,1.0
0.054,0.6360000000000001,3.6720000000000033,1.0
0.056,0.6360000000000001,3.8080000000000034,1.0
0.058,0.6360000000000001,3.9440000000000035,1.0
0.06,0.6360000000000001,4.080000000000004,1.0
0.062,0.6360000000000001,4.216000000000004,1.0
0.064,0.6360000000000001,4.352000000000004,1.0
0.066,0.6360000000000001,4.488000000000004,1.0
0.068,0.6360000000000001,4.624000000000004,1.0
0.07,0.6360000000000001,4.760000000000004,1.0
0.07200000000000001,0.6360000000000001,4.896000000000005,1.0
0.074,0.6360000000000001,5.0320000000000045,1.0
0.076,0.6360000000000001,5.168000000000005,1.0
0.078,0.6360000000000001,5.304000000000005,1.0
0.08,0.6360000000000001,5.440000000000005,1.0
0.082,0.6360000000000001,5.576000000000005,1.0
0.084,0.6360000000000001,5.712000000000005,1.0
0.08600000000000001,0.6360000000000001,5.848000000000005,1.0
0.088,0.6360000000000001,5.984000000000005,1.0
0.09,0.6360000000000001,6.120000000000005,1.0
0.092,0.6360000000000001,6.256000000000006,1.0
0.094,0.6360000000000001,6.392000000000006,1.0
0.096,0.6360000000000001,6.528000000000006,1.0
0.098,0.6360000000000001,6.664000000000006,1.0
0.1,0.6360000000000001,6.800000000000006,1.0
0.10200000000000001,0.6360000000000001,6.936000000000007,1.0
0.10400000000000001,0.6360000000000001,7.072000000000007,1.0
0.106,0.6360000000000001,7.208000000000006,1.0
0.108,0.6360000000000001,7.3440000000000065,1.0
0.11,0.6360000000000001,7.480000000000007,1.0
0.112,0.6360000000000001,7.616000000000007,1.0
0.114,0.6360000000000001,7.752000000000007,1.0
0.116,0.6360000000000001,7.888000000000007,1.0
0.11800000000000001,0.6360000000000001,8.024000000000008,1.0
0.12,0.6360000000000001,8.160000000000007,1.0
0.122,0.6360000000000001,8.296000000000006,1.0
0.124,0.6360000000000001,8.432000000000007,1.0
0.126,0.6360000000000001,8.568000000000008,1.0
0.128,0.6360000000000001,8.704000000000008,1.0
0.13,0.6360000000000001,8.840000000000007,1.0
0.132,0.6360000000000001,8.976000000000008,1.0
0.134,0.6360000000000001,9.112000000000009,1.0
0.136,0.6360000000000001,9.248000000000008,1.0
0.138,0.6360000000000001,9.384000000000007,1.0
0.14,0.6360000000000001,9.520000000000008,1.0
0.14200000000000002,0.6360000000000001,9.656000000000011,1.0
0.14400000000000002,0.6360000000000001,9.79200000000001,1.0
0.146,0.6360000000000001,9.928000000000008,1.0
0.148,0.6360000000000001,10.064000000000009,1.0
0.15,0.6360000000000001,10.20000000000001,1.0
0.152,0.6360000000000001,10.33600000000001,1.0
0.154,0.6360000000000001,10.472000000000008,1.0
0.156,0.6360000000000001,10.60800000000001,1.0
0.158,0.6360000000000001,10.74400000000001,1.0
0.16,0.6360000000000001,10.88000000000001,1.0
0.162,0.6360000000000001,11.016000000000009,1.0
0.164,0.6360000000000001,11.15200000000001,1.0
0.166,0.6360000000000001,11.288000000000011,1.0
0.168,0.6360000000000001,11.42400000000001,1.0
0.17,0.6360000000000001,11.56000000000001,1.0
0.17200000000000001,0.6360000000000001,11.69600000000001,1.0
0.17400000000000002,0.6360000000000001,11.832000000000013,1.0
0.176,0.6360000000000001,11.96800000000001,1.0
0.178,0.6360000000000001,12.10400000000001,1.0
0.18,0.6360000000000001,12.24000000000001,1.0
