t_Gyr,a_D
-31.220305076269067,4780335.658939689
-31.195298824706175,4881416.70397895
-31.170292573143286,4984635.125016147
-31.145286321580393,5090036.115971314
-31.120280070017504,5197665.828765855
-31.09527381845461,5307571.391769197
-31.070267566891722,5419800.928332801
-31.04526131532883,5534403.579228826
-31.02025506376594,5651429.524077846
-30.99524881220305,5770930.003209025
-30.97024256064016,5892957.339958869
-30.94523630907727,6017564.963960945
-30.920230057514377,6144807.438455836
-30.89522380595149,6274740.478686158
-30.870217554388596,6407420.977197466
-30.845211302825707,6542907.029321393
-30.820205051262814,6681257.958499881
-30.795198799699925,6822534.342119031
-30.770192548137032,6966798.037860799
-30.745186296574143,7114112.212800734
-30.72018004501125,7264541.373094759
-30.69517379344836,7418151.38593489
-30.67016754188547,7575009.510999305
-30.64516129032258,7735184.429886664
-30.620155038759687,7898746.27604472
-30.5951487871968,8065766.665300084
-30.57014253563391,8236318.727101669
-30.545136284071017,8410477.141589217
-30.520130032508128,8588318.168019839
-30.495123780945235,8769919.676014092
-30.470117529382346,8955361.1814971
-30.445111277819453,9144723.881369155
-30.420105026256564,9338090.688874962
-30.395098774693672,9535546.269682901
-30.370092523130783,9737177.07992804
-30.34508627156789,9943071.41002558
-30.320080020005,10153319.41395447
-30.29507376844211,10368013.150987724
-30.27006751687922,10587246.62664485
-30.245061265316327,10811115.833666561
-30.220055013753438,11039718.793813651
-30.195048762190545,11273155.600503443
-30.170042510627656,11511528.466699295
-30.145036259064764,11754941.771178437
-30.120030007501875,12003502.095218258
-30.095023755938985,12257318.273407578
-30.070017504376093,12516501.441165457
-30.045011252813204,12781165.08316521
-30.02000500125031,13051425.08273168
-29.994998749687422,13327399.772589859
-29.96999249812453,13609209.995339546
-29.94498624656164,13896979.147489488
-29.919979994998748,14190833.231854556
-29.89497374343586,14490900.915161174
-29.869967491872966,14797313.58414457
