t_Myr,M_base_Msun,M_rB_up20,M_rB_down20,M_lambdaEdd4
3.896896896896897111e+00,2.932672672672672570e+07,3.517207207207202911e+07,2.348138138138138503e+07,3.906896896896900237e+07
3.913913913913914300e+00,2.945435435435435176e+07,3.532522522522521019e+07,2.358348348348348588e+07,3.923913913913916051e+07
3.930930930930931488e+00,2.958198198198198155e+07,3.547837837837836146e+07,2.368558558558559045e+07,3.940930930930931866e+07
3.947947947947948233e+00,2.970960960960960761e+07,3.563153153153151274e+07,2.378768768768769130e+07,3.957947947947950661e+07
3.964964964964965422e+00,2.983723723723723739e+07,3.578468468468464911e+07,2.388978978978979588e+07,3.974964964964966476e+07
3.981981981981982166e+00,2.996486486486486346e+07,3.593783783783783019e+07,2.399189189189189672e+07,3.991981981981982291e+07
3.998998998998999355e+00,3.009249249249248952e+07,3.609099099099096656e+07,2.409399399399399757e+07,4.008998998999002576e+07
4.016016016016016543e+00,3.022012012012011930e+07,3.624414414414411783e+07,2.419609609609609842e+07,4.026016016016019881e+07
4.033033033033033732e+00,3.034774774774774909e+07,3.639729729729726911e+07,2.429819819819820300e+07,4.043033033033035696e+07
4.050050050050050032e+00,3.047537537537537143e+07,3.655045045045042038e+07,2.440030030030030012e+07,4.060050050050051510e+07
4.067067067067067221e+00,3.060300300300300121e+07,3.670360360360357165e+07,2.450240240240240470e+07,4.077067067067070305e+07
4.084084084084084409e+00,3.073063063063063100e+07,3.685675675675673783e+07,2.460450450450450927e+07,4.094084084084086120e+07
4.101101101101101598e+00,3.085825825825825706e+07,3.700990990990988910e+07,2.470660660660661012e+07,4.111101101101101935e+07
4.118118118118118787e+00,3.098588588588588685e+07,3.716306306306304038e+07,2.480870870870871469e+07,4.128118118118120730e+07
4.135135135135135087e+00,3.111351351351350918e+07,3.731621621621617675e+07,2.491081081081081182e+07,4.145135135135136545e+07
4.152152152152152276e+00,3.124114114114113897e+07,3.746936936936935782e+07,2.501291291291291639e+07,4.162152152152153850e+07
4.169169169169169464e+00,3.136876876876876876e+07,3.762252252252249420e+07,2.511501501501501724e+07,4.179169169169171154e+07
4.186186186186186653e+00,3.149639639639639482e+07,3.777567567567564547e+07,2.521711711711712182e+07,4.196186186186189950e+07
4.203203203203203842e+00,3.162402402402402461e+07,3.792882882882879674e+07,2.531921921921922639e+07,4.213203203203205764e+07
4.220220220220221030e+00,3.175165165165165439e+07,3.808198198198197782e+07,2.542132132132132724e+07,4.230220220220221579e+07
4.237237237237237331e+00,3.187927927927927673e+07,3.823513513513509929e+07,2.552342342342342436e+07,4.247237237237240374e+07
4.254254254254254519e+00,3.200690690690690652e+07,3.838828828828826547e+07,2.562552552552552894e+07,4.264254254254256189e+07
4.271271271271271708e+00,3.213453453453454375e+07,3.854144144144141674e+07,2.572762762762763351e+07,4.281271271271272004e+07
4.288288288288288896e+00,3.226216216216216981e+07,3.869459459459456801e+07,2.582972972972973436e+07,4.298288288288290799e+07
4.305305305305306085e+00,3.238978978978981078e+07,3.884774774774771929e+07,2.593183183183183894e+07,4.315305305305309594e+07
4.322322322322322385e+00,3.251741741741740704e+07,3.900090090090088546e+07,2.603393393393393606e+07,4.332322322322323918e+07
4.339339339339339574e+00,3.264504504504504800e+07,3.915405405405402184e+07,2.613603603603604063e+07,4.349339339339341223e+07
4.356356356356356763e+00,3.277267267267268896e+07,3.930720720720717311e+07,2.623813813813814148e+07,4.366356356356360018e+07
4.373373373373373951e+00,3.290030030030031502e+07,3.946036036036033928e+07,2.634024024024024606e+07,4.383373373373375833e+07
4.390390390390391140e+00,3.302792792792792618e+07,3.961351351351350546e+07,2.644234234234234691e+07,4.400390390390391648e+07
4.407407407407407440e+00,3.315555555555556715e+07,3.976666666666662693e+07,2.654444444444444776e+07,4.417407407407410443e+07
4.424424424424424629e+00,3.328318318318317831e+07,3.991981981981979311e+07,2.664654654654654860e+07,4.434424424424426258e+07
4.441441441441441818e+00,3.341081081081081927e+07,4.007297297297295928e+07,2.674864864864865318e+07,4.451441441441442072e+07
4.458458458458459006e+00,3.353843843843844533e+07,4.022612612612611055e+07,2.685075075075075403e+07,4.468458458458460867e+07
4.475475475475476195e+00,3.366606606606607139e+07,4.037927927927924693e+07,2.695285285285285860e+07,4.485475475475479662e+07
4.492492492492492495e+00,3.379369369369369745e+07,4.053243243243241310e+07,2.705495495495495573e+07,4.502492492492493987e+07
4.509509509509509684e+00,3.392132132132132351e+07,4.068558558558554947e+07,2.715705705705706030e+07,4.519509509509511292e+07
4.526526526526526872e+00,3.404894894894896448e+07,4.083873873873870075e+07,2.725915915915916115e+07,4.536526526526530087e+07
4.543543543543544061e+00,3.417657657657659054e+07,4.099189189189186692e+07,2.736126126126126572e+07,4.553543543543545902e+07
4.560560560560561250e+00,3.430420420420420170e+07,4.114504504504503310e+07,2.746336336336337030e+07,4.570560560560561717e+07
4.577577577577578438e+00,3.443183183183184266e+07,4.129819819819816947e+07,2.756546546546547115e+07,4.587577577577580512e+07
4.594594594594594739e+00,3.455945945945946872e+07,4.145135135135132074e+07,2.766756756756756827e+07,4.604594594594596326e+07
4.611611611611611927e+00,3.468708708708707988e+07,4.160450450450448692e+07,2.776966966966967285e+07,4.621611611611612141e+07
4.628628628628629116e+00,3.481471471471472085e+07,4.175765765765763819e+07,2.787177177177177742e+07,4.638628628628630936e+07
4.645645645645646304e+00,3.494234234234236181e+07,4.191081081081077456e+07,2.797387387387387827e+07,4.655645645645649731e+07
4.662662662662663493e+00,3.506996996996997297e+07,4.206396396396394074e+07,2.807597597597598284e+07,4.672662662662665546e+07
4.679679679679679793e+00,3.519759759759759903e+07,4.221711711711709201e+07,2.817807807807807997e+07,4.689679679679681361e+07
4.696696696696696982e+00,3.532522522522523999e+07,4.237027027027022839e+07,2.828018018018018454e+07,4.706696696696700156e+07
4.713713713713714171e+00,3.545285285285286605e+07,4.252342342342339456e+07,2.838228228228228539e+07,4.723713713713715971e+07
4.730730730730731359e+00,3.558048048048049212e+07,4.267657657657656074e+07,2.848438438438438997e+07,4.740730730730731785e+07
4.747747747747748548e+00,3.570810810810811818e+07,4.282972972972969711e+07,2.858648648648649454e+07,4.757747747747750580e+07
4.764764764764764848e+00,3.583573573573574424e+07,4.298288288288284838e+07,2.868858858858859167e+07,4.774764764764766395e+07
4.781781781781782037e+00,3.596336336336335540e+07,4.313603603603601456e+07,2.879069069069069251e+07,4.791781781781783700e+07
4.798798798798799226e+00,3.609099099099099636e+07,4.328918918918916583e+07,2.889279279279279709e+07,4.808798798798801005e+07
4.815815815815816414e+00,3.621861861861863732e+07,4.344234234234231710e+07,2.899489489489490166e+07,4.825815815815819800e+07
4.832832832832833603e+00,3.634624624624624848e+07,4.359549549549548328e+07,2.909699699699700251e+07,4.842832832832835615e+07
4.849849849849849903e+00,3.647387387387387455e+07,4.374864864864861965e+07,2.919909909909911454e+07,4.859849849849851429e+07
4.866866866866867092e+00,3.660150150150151551e+07,4.390180180180177093e+07,2.930120120120121539e+07,4.876866866866870224e+07
4.883883883883884280e+00,3.672912912912912667e+07,4.405495495495492220e+07,2.940330330330331624e+07,4.893883883883886039e+07
4.900900900900901469e+00,3.685675675675676763e+07,4.420810810810810328e+07,2.950540540540541708e+07,4.910900900900901854e+07
4.917917917917918658e+00,3.698438438438439369e+07,4.436126126126123965e+07,2.960750750750753284e+07,4.927917917917920649e+07
4.934934934934934958e+00,3.711201201201201975e+07,4.451441441441439092e+07,2.970960960960963368e+07,4.944934934934936464e+07
4.951951951951952147e+00,3.723963963963964581e+07,4.466756756756754220e+07,2.981171171171171963e+07,4.961951951951953769e+07
4.968968968968969335e+00,3.736726726726727188e+07,4.482072072072069347e+07,2.991381381381383538e+07,4.978968968968971074e+07
4.985985985985986524e+00,3.749489489489491284e+07,4.497387387387384474e+07,3.001591591591595113e+07,4.995985985985989869e+07
5.003003003003003712e+00,3.762252252252253890e+07,4.512702702702701092e+07,3.011801801801803708e+07,5.013003003003005683e+07
5.020020020020020901e+00,3.775015015015015006e+07,4.528018018018016219e+07,3.022012012012013793e+07,5.030020020020021498e+07
5.037037037037037202e+00,3.787777777777779102e+07,4.543333333333329856e+07,3.032222222222223878e+07,5.047037037037040293e+07
5.054054054054054390e+00,3.800540540540541708e+07,4.558648648648646474e+07,3.042432432432433963e+07,5.064054054054056108e+07
5.071071071071071579e+00,3.813303303303302824e+07,4.573963963963963091e+07,3.052642642642644048e+07,5.081071071071071923e+07
5.088088088088088767e+00,3.826066066066066921e+07,4.589279279279276729e+07,3.062852852852854133e+07,5.098088088088090718e+07
5.105105105105105956e+00,3.838828828828831017e+07,4.604594594594591856e+07,3.073063063063065708e+07,5.115105105105109513e+07
5.122122122122122256e+00,3.851591591591592133e+07,4.619909909909906983e+07,3.083273273273274302e+07,5.132122122122123837e+07
5.139139139139139445e+00,3.864354354354354739e+07,4.635225225225222111e+07,3.093483483483485878e+07,5.149139139139141142e+07
5.156156156156156634e+00,3.877117117117117345e+07,4.650540540540537238e+07,3.103693693693695962e+07,5.166156156156159937e+07
5.173173173173173822e+00,3.889879879879881442e+07,4.665855855855853856e+07,3.113903903903906047e+07,5.183173173173175752e+07
5.190190190190191011e+00,3.902642642642644048e+07,4.681171171171168983e+07,3.124114114114114642e+07,5.200190190190191567e+07
5.207207207207207311e+00,3.915405405405406654e+07,4.696486486486482620e+07,3.134324324324326217e+07,5.217207207207210362e+07
5.224224224224224500e+00,3.928168168168169260e+07,4.711801801801799238e+07,3.144534534534536302e+07,5.234224224224226177e+07
5.241241241241241688e+00,3.940930930930930376e+07,4.727117117117115855e+07,3.154744744744746387e+07,5.251241241241241992e+07
5.258258258258258877e+00,3.953693693693694472e+07,4.742432432432429492e+07,3.164954954954956472e+07,5.268258258258260787e+07
5.275275275275276066e+00,3.966456456456458569e+07,4.757747747747744620e+07,3.175165165165168047e+07,5.285275275275279582e+07
5.292292292292292366e+00,3.979219219219218194e+07,4.773063063063061237e+07,3.185375375375376642e+07,5.302292292292293906e+07
5.309309309309309555e+00,3.991981981981982291e+07,4.788378378378376365e+07,3.195585585585588217e+07,5.319309309309311211e+07
5.326326326326326743e+00,4.004744744744746387e+07,4.803693693693691492e+07,3.205795795795798302e+07,5.336326326326330006e+07
5.343343343343343932e+00,4.017507507507507503e+07,4.819009009009006619e+07,3.216006006006008387e+07,5.353343343343345821e+07
5.360360360360361121e+00,4.030270270270270109e+07,4.834324324324323237e+07,3.226216216216216981e+07,5.370360360360361636e+07
5.377377377377378309e+00,4.043033033033034205e+07,4.849639639639638364e+07,3.236426426426428556e+07,5.387377377377380431e+07
5.394394394394394610e+00,4.055795795795796812e+07,4.864954954954952002e+07,3.246636636636638641e+07,5.404394394394396245e+07
5.411411411411411798e+00,4.068558558558559418e+07,4.880270270270268619e+07,3.256846846846848726e+07,5.421411411411413550e+07
5.428428428428428987e+00,4.081321321321322024e+07,4.895585585585582256e+07,3.267057057057058811e+07,5.438428428428430855e+07
5.445445445445446175e+00,4.094084084084086120e+07,4.910900900900897384e+07,3.277267267267270386e+07,5.455445445445449650e+07
5.462462462462463364e+00,4.106846846846848726e+07,4.926216216216214001e+07,3.287477477477480471e+07,5.472462462462465465e+07
5.479479479479479664e+00,4.119609609609609842e+07,4.941531531531529129e+07,3.297687687687689066e+07,5.489479479479481280e+07
5.496496496496496853e+00,4.132372372372373939e+07,4.956846846846844256e+07,3.307897897897900641e+07,5.506496496496500075e+07
5.513513513513514042e+00,4.145135135135136545e+07,4.972162162162159383e+07,3.318108108108110726e+07,5.523513513513515890e+07
5.530530530530531230e+00,4.157897897897897661e+07,4.987477477477476001e+07,3.328318318318319321e+07,5.540530530530531704e+07
5.547547547547548419e+00,4.170660660660661757e+07,5.002792792792791128e+07,3.338528528528530896e+07,5.557547547547550499e+07
5.564564564564564719e+00,4.183423423423422873e+07,5.018108108108106256e+07,3.348738738738740981e+07,5.574564564564566314e+07
5.581581581581581908e+00,4.196186186186186969e+07,5.033423423423421383e+07,3.358948948948949575e+07,5.591581581581583619e+07
5.598598598598599096e+00,4.208948948948949575e+07,5.048738738738736510e+07,3.369159159159161150e+07,5.608598598598600924e+07
5.615615615615616285e+00,4.221711711711712182e+07,5.064054054054050148e+07,3.379369369369371235e+07,5.625615615615619719e+07
5.632632632632633474e+00,4.234474474474476278e+07,5.079369369369366765e+07,3.389579579579581320e+07,5.642632632632635534e+07
5.649649649649649774e+00,4.247237237237238884e+07,5.094684684684681892e+07,3.399789789789791405e+07,5.659649649649651349e+07
5.666666666666666963e+00,4.260000000000001490e+07,5.109999999999997020e+07,3.410000000000002980e+07,5.676666666666670144e+07
5.683683683683684151e+00,4.272762762762764096e+07,5.125315315315312147e+07,3.420210210210213065e+07,5.693683683683685958e+07
5.700700700700701340e+00,4.285525525525525212e+07,5.140630630630628765e+07,3.430420420420421660e+07,5.710700700700701773e+07
5.717717717717718529e+00,4.298288288288289309e+07,5.155945945945943892e+07,3.440630630630631745e+07,5.727717717717720568e+07
5.734734734734734829e+00,4.311051051051051915e+07,5.171261261261259019e+07,3.450840840840841830e+07,5.744734734734736383e+07
5.751751751751752018e+00,4.323813813813813031e+07,5.186576576576575637e+07,3.461051051051051915e+07,5.761751751751753688e+07
5.768768768768769206e+00,4.336576576576577127e+07,5.201891891891889274e+07,3.471261261261263490e+07,5.778768768768770993e+07
5.785785785785786395e+00,4.349339339339341223e+07,5.217207207207204401e+07,3.481471471471473575e+07,5.795785785785789788e+07
5.802802802802803583e+00,4.362102102102102339e+07,5.232522522522519529e+07,3.491681681681683660e+07,5.812802802802805603e+07
5.819819819819820772e+00,4.374864864864864945e+07,5.247837837837837636e+07,3.501891891891893744e+07,5.829819819819821417e+07
5.836836836836837072e+00,4.387627627627629042e+07,5.263153153153149784e+07,3.512102102102105319e+07,5.846836836836840212e+07
5.853853853853854261e+00,4.400390390390391648e+07,5.278468468468466401e+07,3.522312312312313914e+07,5.863853853853856027e+07
5.870870870870871450e+00,4.413153153153154254e+07,5.293783783783781528e+07,3.532522522522523999e+07,5.880870870870871842e+07
5.887887887887888638e+00,4.425915915915916860e+07,5.309099099099096656e+07,3.542732732732734084e+07,5.897887887887890637e+07
5.904904904904905827e+00,4.438678678678680956e+07,5.324414414414411783e+07,3.552942942942945659e+07,5.914904904904909432e+07
5.921921921921922127e+00,4.451441441441440582e+07,5.339729729729728401e+07,3.563153153153154254e+07,5.931921921921923757e+07
5.938938938938939316e+00,4.464204204204204679e+07,5.355045045045042038e+07,3.573363363363365829e+07,5.948938938938941061e+07
5.955955955955956505e+00,4.476966966966968775e+07,5.370360360360357165e+07,3.583573573573575914e+07,5.965955955955959857e+07
5.972972972972973693e+00,4.489729729729731381e+07,5.385675675675673783e+07,3.593783783783785999e+07,5.982972972972975671e+07
5.989989989989990882e+00,4.502492492492492497e+07,5.400990990990990400e+07,3.603993993993996084e+07,5.999989989989991486e+07
6.007007007007007182e+00,4.515255255255256593e+07,5.416306306306302547e+07,3.614204204204206169e+07,6.017007007007010281e+07
6.024024024024024371e+00,4.528018018018017709e+07,5.431621621621619165e+07,3.624414414414416254e+07,6.034024024024026096e+07
6.041041041041041559e+00,4.540780780780781806e+07,5.446936936936934292e+07,3.634624624624626338e+07,6.051041041041043401e+07
6.058058058058058748e+00,4.553543543543544412e+07,5.462252252252249420e+07,3.644834834834836423e+07,6.068058058058060706e+07
6.075075075075075937e+00,4.566306306306307018e+07,5.477567567567564547e+07,3.655045045045047998e+07,6.085075075075078011e+07
6.092092092092092237e+00,4.579069069069069624e+07,5.492882882882881165e+07,3.665255255255256593e+07,6.102092092092095315e+07
6.109109109109109426e+00,4.591831831831832230e+07,5.508198198198196292e+07,3.675465465465466678e+07,6.119109109109111130e+07
6.126126126126126614e+00,4.604594594594596326e+07,5.523513513513509929e+07,3.685675675675678253e+07,6.136126126126128435e+07
6.143143143143143803e+00,4.617357357357358932e+07,5.538828828828826547e+07,3.695885885885888338e+07,6.153143143143145740e+07
6.160160160160160991e+00,4.630120120120120049e+07,5.554144144144143164e+07,3.706096096096098423e+07,6.170160160160163045e+07
6.177177177177178180e+00,4.642882882882884145e+07,5.569459459459456801e+07,3.716306306306308508e+07,6.187177177177180350e+07
6.194194194194194480e+00,4.655645645645646751e+07,5.584774774774771929e+07,3.726516516516518593e+07,6.204194194194196165e+07
6.211211211211211669e+00,4.668408408408407867e+07,5.600090090090088546e+07,3.736726726726727188e+07,6.221211211211213470e+07
6.228228228228228858e+00,4.681171171171171963e+07,5.615405405405403674e+07,3.746936936936938763e+07,6.238228228228230774e+07
6.245245245245246046e+00,4.693933933933936059e+07,5.630720720720718801e+07,3.757147147147148848e+07,6.255245245245248079e+07
6.262262262262263235e+00,4.706696696696697176e+07,5.646036036036033928e+07,3.767357357357358932e+07,6.272262262262265384e+07
6.279279279279279535e+00,4.719459459459459782e+07,5.661351351351349056e+07,3.777567567567569017e+07,6.289279279279281199e+07
6.296296296296296724e+00,4.732222222222223878e+07,5.676666666666662693e+07,3.787777777777780592e+07,6.306296296296298504e+07
6.313313313313313913e+00,4.744984984984986484e+07,5.691981981981979311e+07,3.797987987987990677e+07,6.323313313313315809e+07
6.330330330330331101e+00,4.757747747747749090e+07,5.707297297297295928e+07,3.808198198198200762e+07,6.340330330330333114e+07
6.347347347347348290e+00,4.770510510510511696e+07,5.722612612612611055e+07,3.818408408408410847e+07,6.357347347347350419e+07
6.364364364364364590e+00,4.783273273273274302e+07,5.737927927927924693e+07,3.828618618618620932e+07,6.374364364364366233e+07
6.381381381381381779e+00,4.796036036036035419e+07,5.753243243243241310e+07,3.838828828828829527e+07,6.391381381381383538e+07
6.398398398398398967e+00,4.808798798798799515e+07,5.768558558558556437e+07,3.849039039039041102e+07,6.408398398398400843e+07
6.415415415415416156e+00,4.821561561561563611e+07,5.783873873873871565e+07,3.859249249249251187e+07,6.425415415415418148e+07
6.432432432432433345e+00,4.834324324324326217e+07,5.799189189189186692e+07,3.869459459459461272e+07,6.442432432432435453e+07
6.449449449449449645e+00,4.847087087087087333e+07,5.814504504504501820e+07,3.879669669669671357e+07,6.459449449449451268e+07
6.466466466466466834e+00,4.859849849849851429e+07,5.829819819819815457e+07,3.889879879879882932e+07,6.476466466466468573e+07
6.483483483483484022e+00,4.872612612612612545e+07,5.845135135135133564e+07,3.900090090090091527e+07,6.493483483483485878e+07
6.500500500500501211e+00,4.885375375375376642e+07,5.860450450450448692e+07,3.910300300300301611e+07,6.510500500500503182e+07
6.517517517517518399e+00,4.898138138138139248e+07,5.875765765765763819e+07,3.920510510510513186e+07,6.527517517517520487e+07
6.534534534534534700e+00,4.910900900900901854e+07,5.891081081081077456e+07,3.930720720720723271e+07,6.544534534534536302e+07
6.551551551551551889e+00,4.923663663663664460e+07,5.906396396396394074e+07,3.940930930930931866e+07,6.561551551551553607e+07
6.568568568568569077e+00,4.936426426426427066e+07,5.921711711711709201e+07,3.951141141141143441e+07,6.578568568568570912e+07
6.585585585585586266e+00,4.949189189189191163e+07,5.937027027027024329e+07,3.961351351351353526e+07,6.595585585585588217e+07
6.602602602602603454e+00,4.961951951951953769e+07,5.952342342342339456e+07,3.971561561561563611e+07,6.612602602602605522e+07
6.619619619619620643e+00,4.974714714714714885e+07,5.967657657657656074e+07,3.981771771771773696e+07,6.629619619619622827e+07
6.636636636636636943e+00,4.987477477477478981e+07,5.982972972972969711e+07,3.991981981981983781e+07,6.646636636636640131e+07
6.653653653653654132e+00,5.000240240240241587e+07,5.998288288288286328e+07,4.002192192192193866e+07,6.663653653653655946e+07
6.670670670670671321e+00,5.013003003003002703e+07,6.013603603603602946e+07,4.012402402402403951e+07,6.680670670670673251e+07
6.687687687687688509e+00,5.025765765765766799e+07,6.028918918918916583e+07,4.022612612612615526e+07,6.697687687687690556e+07
6.704704704704705698e+00,5.038528528528530896e+07,6.044234234234231710e+07,4.032822822822825611e+07,6.714704704704707861e+07
6.721721721721721998e+00,5.051291291291292012e+07,6.059549549549548328e+07,4.043033033033034205e+07,6.731721721721725166e+07
6.738738738738739187e+00,5.064054054054054618e+07,6.074864864864861965e+07,4.053243243243244290e+07,6.748738738738740981e+07
6.755755755755756375e+00,5.076816816816818714e+07,6.090180180180177093e+07,4.063453453453455865e+07,6.765755755755758286e+07
6.772772772772773564e+00,5.089579579579581320e+07,6.105495495495493710e+07,4.073663663663665950e+07,6.782772772772775590e+07
6.789789789789790753e+00,5.102342342342343926e+07,6.120810810810808837e+07,4.083873873873876035e+07,6.799789789789792895e+07
6.806806806806807053e+00,5.115105105105106533e+07,6.136126126126122475e+07,4.094084084084086120e+07,6.816806806806810200e+07
6.823823823823824242e+00,5.127867867867869139e+07,6.151441441441439092e+07,4.104294294294296205e+07,6.833823823823826015e+07
6.840840840840841430e+00,5.140630630630630255e+07,6.166756756756755710e+07,4.114504504504506290e+07,6.850840840840843320e+07
6.857857857857858619e+00,5.153393393393394351e+07,6.182072072072070837e+07,4.124714714714717865e+07,6.867857857857860625e+07
6.874874874874875808e+00,5.166156156156158447e+07,6.197387387387384474e+07,4.134924924924927950e+07,6.884874874874877930e+07
6.891891891891892108e+00,5.178918918918918073e+07,6.212702702702701092e+07,4.145135135135136545e+07,6.901891891891895235e+07
6.908908908908909297e+00,5.191681681681682169e+07,6.228018018018014729e+07,4.155345345345346630e+07,6.918908908908911049e+07
6.925925925925926485e+00,5.204444444444446266e+07,6.243333333333329856e+07,4.165555555555558205e+07,6.935925925925928354e+07
6.942942942942943674e+00,5.217207207207207382e+07,6.258648648648646474e+07,4.175765765765768290e+07,6.952942942942945659e+07
6.959959959959960862e+00,5.229969969969969988e+07,6.273963963963963091e+07,4.185975975975976884e+07,6.969959959959962964e+07
6.976976976976978051e+00,5.242732732732734084e+07,6.289279279279276729e+07,4.196186186186188459e+07,6.986976976976980269e+07
6.993993993993994351e+00,5.255495495495496690e+07,6.304594594594591856e+07,4.206396396396398544e+07,7.003993993993996084e+07
7.011011011011011540e+00,5.268258258258259296e+07,6.319909909909908473e+07,4.216606606606608629e+07,7.021011011011013389e+07
7.028028028028028729e+00,5.281021021021021903e+07,6.335225225225223601e+07,4.226816816816818714e+07,7.038028028028030694e+07
7.045045045045045917e+00,5.293783783783785999e+07,6.350540540540537238e+07,4.237027027027030289e+07,7.055045045045047998e+07
7.062062062062063106e+00,5.306546546546548605e+07,6.365855855855853856e+07,4.247237237237238884e+07,7.072062062062065303e+07
7.079079079079079406e+00,5.319309309309309721e+07,6.381171171171168983e+07,4.257447447447448969e+07,7.089079079079081118e+07
7.096096096096096595e+00,5.332072072072073817e+07,6.396486486486484110e+07,4.267657657657660544e+07,7.106096096096098423e+07
7.113113113113113783e+00,5.344834834834836423e+07,6.411801801801799238e+07,4.277867867867869139e+07,7.123113113113115728e+07
7.130130130130130972e+00,5.357597597597597539e+07,6.427117117117115855e+07,4.288078078078079224e+07,7.140130130130133033e+07
7.147147147147148161e+00,5.370360360360361636e+07,6.442432432432430983e+07,4.298288288288290799e+07,7.157147147147150338e+07
7.164164164164164461e+00,5.383123123123122752e+07,6.457747747747746110e+07,4.308498498498500884e+07,7.174164164164166152e+07
7.181181181181181650e+00,5.395885885885886848e+07,6.473063063063059747e+07,4.318708708708710968e+07,7.191181181181183457e+07
7.198198198198198838e+00,5.408648648648649454e+07,6.488378378378376365e+07,4.328918918918921053e+07,7.208198198198200762e+07
7.215215215215216027e+00,5.421411411411412060e+07,6.503693693693691492e+07,4.339129129129132628e+07,7.225215215215218067e+07
7.232232232232233216e+00,5.434174174174176157e+07,6.519009009009008110e+07,4.349339339339341223e+07,7.242232232232235372e+07
7.249249249249249516e+00,5.446936936936938763e+07,6.534324324324321747e+07,4.359549549549551308e+07,7.259249249249251187e+07
7.266266266266266705e+00,5.459699699699701369e+07,6.549639639639636874e+07,4.369759759759761393e+07,7.276266266266269982e+07
7.283283283283283893e+00,5.472462462462463975e+07,6.564954954954952002e+07,4.379969969969971478e+07,7.293283283283285797e+07
7.300300300300301082e+00,5.485225225225225091e+07,6.580270270270268619e+07,4.390180180180181563e+07,7.310300300300303102e+07
7.317317317317318270e+00,5.497987987987989187e+07,6.595585585585583746e+07,4.400390390390393138e+07,7.327317317317320406e+07
7.334334334334335459e+00,5.510750750750753284e+07,6.610900900900898874e+07,4.410600600600603223e+07,7.344334334334337711e+07
7.351351351351351759e+00,5.523513513513512909e+07,6.626216216216214001e+07,4.420810810810811818e+07,7.361351351351353526e+07
7.368368368368368948e+00,5.536276276276277006e+07,6.641531531531529129e+07,4.431021021021023393e+07,7.378368368368370831e+07
7.385385385385386137e+00,5.549039039039041102e+07,6.656846846846844256e+07,4.441231231231234968e+07,7.395385385385388136e+07
7.402402402402403325e+00,5.561801801801802218e+07,6.672162162162160873e+07,4.451441441441443563e+07,7.412402402402405441e+07
7.419419419419420514e+00,5.574564564564564824e+07,6.687477477477476001e+07,4.461651651651653647e+07,7.429419419419422746e+07
7.436436436436436814e+00,5.587327327327328920e+07,6.702792792792791128e+07,4.471861861861863732e+07,7.446436436436438560e+07
7.453453453453454003e+00,5.600090090090091527e+07,6.718108108108104765e+07,4.482072072072073817e+07,7.463453453453455865e+07
7.470470470470471192e+00,5.612852852852854133e+07,6.733423423423421383e+07,4.492282282282283902e+07,7.480470470470473170e+07
7.487487487487488380e+00,5.625615615615616739e+07,6.748738738738736510e+07,4.502492492492493987e+07,7.497487487487490475e+07
7.504504504504505569e+00,5.638378378378380835e+07,6.764054054054053128e+07,4.512702702702705562e+07,7.514504504504507780e+07
7.521521521521521869e+00,5.651141141141140461e+07,6.779369369369366765e+07,4.522912912912914157e+07,7.531521521521523595e+07
7.538538538538539058e+00,5.663903903903904557e+07,6.794684684684683383e+07,4.533123123123125732e+07,7.548538538538540900e+07
7.555555555555556246e+00,5.676666666666668653e+07,6.809999999999997020e+07,4.543333333333335817e+07,7.565555555555558205e+07
7.572572572572573435e+00,5.689429429429431260e+07,6.825315315315313637e+07,4.553543543543545902e+07,7.582572572572575510e+07
7.589589589589590624e+00,5.702192192192192376e+07,6.840630630630628765e+07,4.563753753753754497e+07,7.599589589589592814e+07
7.606606606606606924e+00,5.714954954954956472e+07,6.855945945945943892e+07,4.573963963963966072e+07,7.616606606606608629e+07
7.623623623623624113e+00,5.727717717717717588e+07,6.871261261261259019e+07,4.584174174174176157e+07,7.633623623623625934e+07
7.640640640640641301e+00,5.740480480480481684e+07,6.886576576576574147e+07,4.594384384384386241e+07,7.650640640640643239e+07
7.657657657657658490e+00,5.753243243243244290e+07,6.901891891891889274e+07,4.604594594594596326e+07,7.667657657657660544e+07
7.674674674674675678e+00,5.766006006006006896e+07,6.917207207207205892e+07,4.614804804804807901e+07,7.684674674674677849e+07
7.691691691691691979e+00,5.778768768768769503e+07,6.932522522522521019e+07,4.625015015015016496e+07,7.701691691691693664e+07
7.708708708708709167e+00,5.791531531531533599e+07,6.947837837837836146e+07,4.635225225225228071e+07,7.718708708708710968e+07
7.725725725725726356e+00,5.804294294294296205e+07,6.963153153153151274e+07,4.645435435435438156e+07,7.735725725725728273e+07
7.742742742742743545e+00,5.817057057057058811e+07,6.978468468468466401e+07,4.655645645645646751e+07,7.752742742742745578e+07
7.759759759759760733e+00,5.829819819819819927e+07,6.993783783783781528e+07,4.665855855855856836e+07,7.769759759759762883e+07
7.776776776776777922e+00,5.842582582582584023e+07,7.009099099099096656e+07,4.676066066066068411e+07,7.786776776776778698e+07
7.793793793793794222e+00,5.855345345345346630e+07,7.024414414414411783e+07,4.686276276276278496e+07,7.803793793793796003e+07
7.810810810810811411e+00,5.868108108108107746e+07,7.039729729729726911e+07,4.696486486486488581e+07,7.820810810810813308e+07
7.827827827827828600e+00,5.880870870870871842e+07,7.055045045045042038e+07,4.706696696696698666e+07,7.837827827827830613e+07
