t_Myr,M_base_Msun,M_rB_up20,M_rB_down20,M_lambdaEdd4
1.179279279279279358e+01,8.854594594594596326e+07,1.062351351351351142e+08,7.085675675675678253e+07,1.180279279279279560e+08
1.180980980980981165e+01,8.867357357357360423e+07,1.063882882882882804e+08,7.095885885885888338e+07,1.181980980980981439e+08
1.182682682682682795e+01,8.880120120120123029e+07,1.065414414414414167e+08,7.106096096096098423e+07,1.183682682682683021e+08
1.184384384384384425e+01,8.892882882882884145e+07,1.066945945945945680e+08,7.116306306306308508e+07,1.185384384384384751e+08
1.186086086086086233e+01,8.905645645645648241e+07,1.068477477477477342e+08,7.126516516516518593e+07,1.187086086086086482e+08
1.187787787787787863e+01,8.918408408408410847e+07,1.070009009009008855e+08,7.136726726726728678e+07,1.188787787787788063e+08
1.189489489489489671e+01,8.931171171171173453e+07,1.071540540540540516e+08,7.146936936936938763e+07,1.190489489489489943e+08
1.191191191191191301e+01,8.943933933933936059e+07,1.073072072072071880e+08,7.157147147147148848e+07,1.192191191191191524e+08
1.192892892892892931e+01,8.956696696696698666e+07,1.074603603603603393e+08,7.167357357357358932e+07,1.193892892892893255e+08
1.194594594594594739e+01,8.969459459459462762e+07,1.076135135135135055e+08,7.177567567567570508e+07,1.195594594594594985e+08
1.196296296296296369e+01,8.982222222222223878e+07,1.077666666666666418e+08,7.187777777777779102e+07,1.197296296296296567e+08
1.197997997997998176e+01,8.994984984984987974e+07,1.079198198198198080e+08,7.197987987987992167e+07,1.198997997997998446e+08
1.199699699699699806e+01,9.007747747747750580e+07,1.080729729729729593e+08,7.208198198198200762e+07,1.200699699699700028e+08
1.201401401401401436e+01,9.020510510510513186e+07,1.082261261261261106e+08,7.218408408408409357e+07,1.202401401401401758e+08
1.203103103103103244e+01,9.033273273273275793e+07,1.083792792792792618e+08,7.228618618618620932e+07,1.204103103103103489e+08
1.204804804804804874e+01,9.046036036036038399e+07,1.085324324324324131e+08,7.238828828828831017e+07,1.205804804804805070e+08
1.206506506506506682e+01,9.058798798798802495e+07,1.086855855855855793e+08,7.249039039039042592e+07,1.207506506506506950e+08
1.208208208208208312e+01,9.071561561561563611e+07,1.088387387387387156e+08,7.259249249249251187e+07,1.209208208208208531e+08
1.209909909909909942e+01,9.084324324324326217e+07,1.089918918918918669e+08,7.269459459459461272e+07,1.210909909909910262e+08
1.211611611611611750e+01,9.097087087087088823e+07,1.091450450450450331e+08,7.279669669669672847e+07,1.212611611611611992e+08
1.213313313313313380e+01,9.109849849849852920e+07,1.092981981981981695e+08,7.289879879879881442e+07,1.214313313313313574e+08
1.215015015015015187e+01,9.122612612612615526e+07,1.094513513513513356e+08,7.300090090090093017e+07,1.216015015015015453e+08
1.216716716716716817e+01,9.135375375375378132e+07,1.096045045045044869e+08,7.310300300300303102e+07,1.217716716716717035e+08
1.218418418418418447e+01,9.148138138138139248e+07,1.097576576576576233e+08,7.320510510510513186e+07,1.219418418418418765e+08
1.220120120120120255e+01,9.160900900900903344e+07,1.099108108108107895e+08,7.330720720720723271e+07,1.221120120120120496e+08
1.221821821821821885e+01,9.173663663663665950e+07,1.100639639639639407e+08,7.340930930930933356e+07,1.222821821821822077e+08
1.223523523523523693e+01,9.186426426426428556e+07,1.102171171171171069e+08,7.351141141141143441e+07,1.224523523523523957e+08
1.225225225225225323e+01,9.199189189189191163e+07,1.103702702702702582e+08,7.361351351351353526e+07,1.226225225225225538e+08
1.226926926926926953e+01,9.211951951951953769e+07,1.105234234234234095e+08,7.371561561561563611e+07,1.227926926926927269e+08
1.228628628628628761e+01,9.224714714714717865e+07,1.106765765765765607e+08,7.381771771771773696e+07,1.229628628628628999e+08
1.230330330330330391e+01,9.237477477477478981e+07,1.108297297297297120e+08,7.391981981981983781e+07,1.231330330330330580e+08
1.232032032032032198e+01,9.250240240240243077e+07,1.109828828828828633e+08,7.402192192192193866e+07,1.233032032032032460e+08
1.233733733733733828e+01,9.263003003003005683e+07,1.111360360360360146e+08,7.412402402402403951e+07,1.234733733733734041e+08
1.235435435435435636e+01,9.275765765765768290e+07,1.112891891891891807e+08,7.422612612612615526e+07,1.236435435435435921e+08
1.237137137137137266e+01,9.288528528528530896e+07,1.114423423423423171e+08,7.432822822822825611e+07,1.238137137137137502e+08
1.238838838838838896e+01,9.301291291291293502e+07,1.115954954954954684e+08,7.443033033033034205e+07,1.239838838838839084e+08
1.240540540540540704e+01,9.314054054054057598e+07,1.117486486486486346e+08,7.453243243243245780e+07,1.241540540540540963e+08
1.242242242242242334e+01,9.326816816816818714e+07,1.119018018018017858e+08,7.463453453453455865e+07,1.243242242242242545e+08
1.243943943943944141e+01,9.339579579579582810e+07,1.120549549549549520e+08,7.473663663663667440e+07,1.244943943943944424e+08
1.245645645645645772e+01,9.352342342342343926e+07,1.122081081081080884e+08,7.483873873873877525e+07,1.246645645645646006e+08
1.247347347347347402e+01,9.365105105105108023e+07,1.123612612612612396e+08,7.494084084084086120e+07,1.248347347347347587e+08
1.249049049049049209e+01,9.377867867867870629e+07,1.125144144144144058e+08,7.504294294294297695e+07,1.250049049049049467e+08
1.250750750750750839e+01,9.390630630630633235e+07,1.126675675675675571e+08,7.514504504504507780e+07,1.251750750750751048e+08
1.252452452452452647e+01,9.403393393393397331e+07,1.128207207207207084e+08,7.524714714714717865e+07,1.253452452452452928e+08
1.254154154154154277e+01,9.416156156156158447e+07,1.129738738738738596e+08,7.534924924924927950e+07,1.255154154154154509e+08
1.255855855855855907e+01,9.428918918918921053e+07,1.131270270270270109e+08,7.545135135135138035e+07,1.256855855855856240e+08
1.257557557557557715e+01,9.441681681681683660e+07,1.132801801801801622e+08,7.555345345345348120e+07,1.258557557557557970e+08
1.259259259259259345e+01,9.454444444444447756e+07,1.134333333333333135e+08,7.565555555555558205e+07,1.260259259259259552e+08
1.260960960960961152e+01,9.467207207207210362e+07,1.135864864864864796e+08,7.575765765765768290e+07,1.261960960960961431e+08
1.262662662662662783e+01,9.479969969969972968e+07,1.137396396396396160e+08,7.585975975975978374e+07,1.263662662662663013e+08
1.264364364364364413e+01,9.492732732732734084e+07,1.138927927927927673e+08,7.596186186186188459e+07,1.265364364364364743e+08
1.266066066066066220e+01,9.505495495495498180e+07,1.140459459459459335e+08,7.606396396396398544e+07,1.267066066066066474e+08
1.267767767767767850e+01,9.518258258258260787e+07,1.141990990990990847e+08,7.616606606606608629e+07,1.268767767767768055e+08
1.269469469469469658e+01,9.531021021021023393e+07,1.143522522522522509e+08,7.626816816816818714e+07,1.270469469469469935e+08
1.271171171171171288e+01,9.543783783783785999e+07,1.145054054054053873e+08,7.637027027027028799e+07,1.272171171171171516e+08
1.272872872872872918e+01,9.556546546546548605e+07,1.146585585585585386e+08,7.647237237237238884e+07,1.273872872872873098e+08
1.274574574574574726e+01,9.569309309309312701e+07,1.148117117117117047e+08,7.657447447447448969e+07,1.275574574574574977e+08
1.276276276276276356e+01,9.582072072072073817e+07,1.149648648648648411e+08,7.667657657657659054e+07,1.277276276276276559e+08
1.277977977977978163e+01,9.594834834834837914e+07,1.151180180180180073e+08,7.677867867867870629e+07,1.278977977977978438e+08
1.279679679679679793e+01,9.607597597597600520e+07,1.152711711711711586e+08,7.688078078078080714e+07,1.280679679679680020e+08
1.281381381381381424e+01,9.620360360360363126e+07,1.154243243243242949e+08,7.698288288288289309e+07,1.282381381381381750e+08
1.283083083083083231e+01,9.633123123123125732e+07,1.155774774774774611e+08,7.708498498498500884e+07,1.284083083083083481e+08
1.284784784784784861e+01,9.645885885885888338e+07,1.157306306306306124e+08,7.718708708708710968e+07,1.285784784784785062e+08
1.286486486486486669e+01,9.658648648648650944e+07,1.158837837837837636e+08,7.728918918918922544e+07,1.287486486486486942e+08
1.288188188188188299e+01,9.671411411411413550e+07,1.160369369369369149e+08,7.739129129129132628e+07,1.289188188188188523e+08
1.289889889889889929e+01,9.684174174174176157e+07,1.161900900900900662e+08,7.749339339339341223e+07,1.290889889889890254e+08
1.291591591591591737e+01,9.696936936936938763e+07,1.163432432432432324e+08,7.759549549549552798e+07,1.292591591591591984e+08
1.293293293293293367e+01,9.709699699699701369e+07,1.164963963963963687e+08,7.769759759759762883e+07,1.294293293293293566e+08
1.294994994994995174e+01,9.722462462462465465e+07,1.166495495495495349e+08,7.779969969969972968e+07,1.295994994994995445e+08
1.296696696696696804e+01,9.735225225225228071e+07,1.168027027027026862e+08,7.790180180180183053e+07,1.297696696696697026e+08
1.298398398398398434e+01,9.747987987987989187e+07,1.169558558558558226e+08,7.800390390390393138e+07,1.299398398398398757e+08
1.300100100100100242e+01,9.760750750750753284e+07,1.171090090090089887e+08,7.810600600600603223e+07,1.301100100100100487e+08
1.301801801801801872e+01,9.773513513513515890e+07,1.172621621621621400e+08,7.820810810810813308e+07,1.302801801801802069e+08
1.303503503503503680e+01,9.786276276276278496e+07,1.174153153153153062e+08,7.831021021021023393e+07,1.304503503503503948e+08
1.305205205205205310e+01,9.799039039039041102e+07,1.175684684684684575e+08,7.841231231231233478e+07,1.306205205205205530e+08
1.306906906906906940e+01,9.811801801801803708e+07,1.177216216216215938e+08,7.851441441441443563e+07,1.307906906906907260e+08
1.308608608608608748e+01,9.824564564564567804e+07,1.178747747747747600e+08,7.861651651651653647e+07,1.309608608608608991e+08
1.310310310310310378e+01,9.837327327327328920e+07,1.180279279279279113e+08,7.871861861861863732e+07,1.311310310310310572e+08
1.312012012012012185e+01,9.850090090090093017e+07,1.181810810810810626e+08,7.882072072072073817e+07,1.313012012012012452e+08
1.313713713713713815e+01,9.862852852852855623e+07,1.183342342342342138e+08,7.892282282282283902e+07,1.314713713713714033e+08
1.315415415415415623e+01,9.875615615615618229e+07,1.184873873873873800e+08,7.902492492492495477e+07,1.316415415415415913e+08
1.317117117117117253e+01,9.888378378378380835e+07,1.186405405405405313e+08,7.912702702702704072e+07,1.318117117117117494e+08
1.318818818818818883e+01,9.901141141141143441e+07,1.187936936936936677e+08,7.922912912912914157e+07,1.319818818818819076e+08
1.320520520520520691e+01,9.913903903903907537e+07,1.189468468468468338e+08,7.933123123123125732e+07,1.321520520520520955e+08
1.322222222222222321e+01,9.926666666666668653e+07,1.190999999999999851e+08,7.943333333333335817e+07,1.323222222222222537e+08
1.323923923923924129e+01,9.939429429429432750e+07,1.192531531531531513e+08,7.953543543543547392e+07,1.324923923923924416e+08
1.325625625625625759e+01,9.952192192192193866e+07,1.194063063063062876e+08,7.963753753753755987e+07,1.326625625625625998e+08
1.327327327327327389e+01,9.964954954954956472e+07,1.195594594594594389e+08,7.973963963963966072e+07,1.328327327327327579e+08
1.329029029029029196e+01,9.977717717717720568e+07,1.197126126126126051e+08,7.984174174174177647e+07,1.330029029029029459e+08
1.330730730730730826e+01,9.990480480480483174e+07,1.198657657657657415e+08,7.994384384384387732e+07,1.331730730730731040e+08
1.332432432432432634e+01,1.000324324324324578e+08,1.200189189189189076e+08,8.004594594594597816e+07,1.333432432432432920e+08
1.334134134134134264e+01,1.001600600600600839e+08,1.201720720720720589e+08,8.014804804804807901e+07,1.335134134134134501e+08
1.335835835835835894e+01,1.002876876876877099e+08,1.203252252252252102e+08,8.025015015015017986e+07,1.336835835835836083e+08
1.337537537537537702e+01,1.004153153153153360e+08,1.204783783783783615e+08,8.035225225225228071e+07,1.338537537537537962e+08
1.339239239239239332e+01,1.005429429429429621e+08,1.206315315315315127e+08,8.045435435435438156e+07,1.340239239239239544e+08
1.340940940940941140e+01,1.006705705705706030e+08,1.207846846846846789e+08,8.055645645645648241e+07,1.341940940940941423e+08
1.342642642642642770e+01,1.007981981981982291e+08,1.209378378378378153e+08,8.065855855855858326e+07,1.343642642642643154e+08
1.344344344344344400e+01,1.009258258258258402e+08,1.210909909909909666e+08,8.076066066066068411e+07,1.345344344344344735e+08
1.346046046046046207e+01,1.010534534534534812e+08,1.212441441441441327e+08,8.086276276276278496e+07,1.347046046046046615e+08
1.347747747747747837e+01,1.011810810810811073e+08,1.213972972972972691e+08,8.096486486486488581e+07,1.348747747747748196e+08
1.349449449449449645e+01,1.013087087087087333e+08,1.215504504504504353e+08,8.106696696696698666e+07,1.350449449449449778e+08
1.351151151151151275e+01,1.014363363363363594e+08,1.217036036036035866e+08,8.116906906906908751e+07,1.352151151151151657e+08
1.352852852852852905e+01,1.015639639639639854e+08,1.218567567567567378e+08,8.127117117117118835e+07,1.353852852852853239e+08
1.354554554554554713e+01,1.016915915915916264e+08,1.220099099099098891e+08,8.137327327327328920e+07,1.355554554554554820e+08
1.356256256256256343e+01,1.018192192192192376e+08,1.221630630630630404e+08,8.147537537537539005e+07,1.357256256256256700e+08
1.357957957957958151e+01,1.019468468468468785e+08,1.223162162162162066e+08,8.157747747747750580e+07,1.358957957957958281e+08
1.359659659659659781e+01,1.020744744744744897e+08,1.224693693693693578e+08,8.167957957957959175e+07,1.360659659659660161e+08
1.361361361361361411e+01,1.022021021021021158e+08,1.226225225225224942e+08,8.178168168168169260e+07,1.362361361361361742e+08
1.363063063063063218e+01,1.023297297297297567e+08,1.227756756756756604e+08,8.188378378378380835e+07,1.364063063063063622e+08
1.364764764764764848e+01,1.024573573573573828e+08,1.229288288288288116e+08,8.198588588588590920e+07,1.365764764764765203e+08
1.366466466466466656e+01,1.025849849849850088e+08,1.230819819819819778e+08,8.208798798798802495e+07,1.367466466466466784e+08
1.368168168168168286e+01,1.027126126126126349e+08,1.232351351351351142e+08,8.219009009009011090e+07,1.369168168168168664e+08
1.369869869869869916e+01,1.028402402402402610e+08,1.233882882882882655e+08,8.229219219219221175e+07,1.370869869869870245e+08
1.371571571571571724e+01,1.029678678678678870e+08,1.235414414414414316e+08,8.239429429429432750e+07,1.372571571571571827e+08
1.373273273273273354e+01,1.030954954954955131e+08,1.236945945945945680e+08,8.249639639639642835e+07,1.374273273273273706e+08
1.374974974974975162e+01,1.032231231231231540e+08,1.238477477477477342e+08,8.259849849849852920e+07,1.375974974974975288e+08
1.376676676676676792e+01,1.033507507507507801e+08,1.240009009009008855e+08,8.270060060060063004e+07,1.377676676676677167e+08
1.378378378378378422e+01,1.034783783783783913e+08,1.241540540540540218e+08,8.280270270270273089e+07,1.379378378378378749e+08
1.380080080080080229e+01,1.036060060060060322e+08,1.243072072072071880e+08,8.290480480480483174e+07,1.381080080080080628e+08
1.381781781781781859e+01,1.037336336336336583e+08,1.244603603603603393e+08,8.300690690690693259e+07,1.382781781781782210e+08
1.383483483483483667e+01,1.038612612612612844e+08,1.246135135135135055e+08,8.310900900900903344e+07,1.384483483483483791e+08
1.385185185185185297e+01,1.039888888888889104e+08,1.247666666666666567e+08,8.321111111111113429e+07,1.386185185185185671e+08
1.386886886886887105e+01,1.041165165165165514e+08,1.249198198198198080e+08,8.331321321321323514e+07,1.387886886886887252e+08
1.388588588588588735e+01,1.042441441441441774e+08,1.250729729729729593e+08,8.341531531531533599e+07,1.389588588588589132e+08
1.390290290290290365e+01,1.043717717717717886e+08,1.252261261261261106e+08,8.351741741741743684e+07,1.391290290290290713e+08
1.391991991991992172e+01,1.044993993993994296e+08,1.253792792792792618e+08,8.361951951951955259e+07,1.392991991991992295e+08
1.393693693693693803e+01,1.046270270270270407e+08,1.255324324324324131e+08,8.372162162162163854e+07,1.394693693693694174e+08
1.395395395395395610e+01,1.047546546546546817e+08,1.256855855855855793e+08,8.382372372372375429e+07,1.396395395395395756e+08
1.397097097097097240e+01,1.048822822822823077e+08,1.258387387387387305e+08,8.392582582582585514e+07,1.398097097097097635e+08
1.398798798798798870e+01,1.050099099099099338e+08,1.259918918918918669e+08,8.402792792792795599e+07,1.399798798798799217e+08
1.400500500500500678e+01,1.051375375375375599e+08,1.261450450450450331e+08,8.413003003003005683e+07,1.401500500500500798e+08
1.402202202202202308e+01,1.052651651651651859e+08,1.262981981981981844e+08,8.423213213213215768e+07,1.403202202202202678e+08
1.403903903903904116e+01,1.053927927927928269e+08,1.264513513513513505e+08,8.433423423423425853e+07,1.404903903903904259e+08
1.405605605605605746e+01,1.055204204204204381e+08,1.266045045045044869e+08,8.443633633633635938e+07,1.406605605605605841e+08
1.407307307307307376e+01,1.056480480480480641e+08,1.267576576576576382e+08,8.453843843843846023e+07,1.408307307307307422e+08
1.409009009009009183e+01,1.057756756756757051e+08,1.269108108108108044e+08,8.464054054054057598e+07,1.410009009009009302e+08
1.410710710710710813e+01,1.059033033033033311e+08,1.270639639639639407e+08,8.474264264264266193e+07,1.411710710710710883e+08
1.412412412412412621e+01,1.060309309309309572e+08,1.272171171171171069e+08,8.484474474474477768e+07,1.413412412412412763e+08
1.414114114114114251e+01,1.061585585585585833e+08,1.273702702702702582e+08,8.494684684684687853e+07,1.415114114114114344e+08
1.415815815815815881e+01,1.062861861861862093e+08,1.275234234234234095e+08,8.504894894894897938e+07,1.416815815815815926e+08
1.417517517517517689e+01,1.064138138138138354e+08,1.276765765765765607e+08,8.515105105105108023e+07,1.418517517517517805e+08
1.419219219219219319e+01,1.065414414414414614e+08,1.278297297297297120e+08,8.525315315315318108e+07,1.420219219219219387e+08
1.420920920920921127e+01,1.066690690690691024e+08,1.279828828828828782e+08,8.535525525525528193e+07,1.421920920920921266e+08
1.422622622622622757e+01,1.067966966966967285e+08,1.281360360360360146e+08,8.545735735735738277e+07,1.423622622622622848e+08
1.424324324324324387e+01,1.069243243243243396e+08,1.282891891891891658e+08,8.555945945945948362e+07,1.425324324324324429e+08
1.426026026026026194e+01,1.070519519519519806e+08,1.284423423423423320e+08,8.566156156156158447e+07,1.427026026026026309e+08
1.427727727727727824e+01,1.071795795795796067e+08,1.285954954954954833e+08,8.576366366366368532e+07,1.428727727727727890e+08
1.429429429429429632e+01,1.073072072072072327e+08,1.287486486486486346e+08,8.586576576576578617e+07,1.430429429429429770e+08
1.431131131131131262e+01,1.074348348348348588e+08,1.289018018018017858e+08,8.596786786786788702e+07,1.432131131131131351e+08
1.432832832832832892e+01,1.075624624624624848e+08,1.290549549549549371e+08,8.606996996996998787e+07,1.433832832832832932e+08
1.434534534534534700e+01,1.076900900900901109e+08,1.292081081081081033e+08,8.617207207207210362e+07,1.435534534534534812e+08
1.436236236236236330e+01,1.078177177177177370e+08,1.293612612612612396e+08,8.627417417417418957e+07,1.437236236236236393e+08
1.437937937937938138e+01,1.079453453453453779e+08,1.295144144144144058e+08,8.637627627627630532e+07,1.438937937937938273e+08
1.439639639639639768e+01,1.080729729729729891e+08,1.296675675675675571e+08,8.647837837837840617e+07,1.440639639639639854e+08
1.441341341341341398e+01,1.082006006006006151e+08,1.298207207207206935e+08,8.658048048048050702e+07,1.442341341341341436e+08
1.443043043043043205e+01,1.083282282282282561e+08,1.299738738738738596e+08,8.668258258258260787e+07,1.444043043043043315e+08
1.444744744744744835e+01,1.084558558558558822e+08,1.301270270270270109e+08,8.678468468468470871e+07,1.445744744744744897e+08
1.446446446446446643e+01,1.085834834834835082e+08,1.302801801801801771e+08,8.688678678678680956e+07,1.447446446446446776e+08
1.448148148148148273e+01,1.087111111111111343e+08,1.304333333333333135e+08,8.698888888888891041e+07,1.449148148148148358e+08
1.449849849849849903e+01,1.088387387387387604e+08,1.305864864864864647e+08,8.709099099099101126e+07,1.450849849849849939e+08
1.451551551551551711e+01,1.089663663663663864e+08,1.307396396396396309e+08,8.719309309309312701e+07,1.452551551551551819e+08
1.453253253253253341e+01,1.090939939939940125e+08,1.308927927927927673e+08,8.729519519519521296e+07,1.454253253253253400e+08
1.454954954954955149e+01,1.092216216216216534e+08,1.310459459459459335e+08,8.739729729729732871e+07,1.455954954954955280e+08
1.456656656656656779e+01,1.093492492492492795e+08,1.311990990990990847e+08,8.749939939939942956e+07,1.457656656656656861e+08
1.458358358358358409e+01,1.094768768768768907e+08,1.313522522522522360e+08,8.760150150150153041e+07,1.459358358358358443e+08
1.460060060060060216e+01,1.096045045045045316e+08,1.315054054054053873e+08,8.770360360360363126e+07,1.461060060060060322e+08
1.461761761761761846e+01,1.097321321321321577e+08,1.316585585585585386e+08,8.780570570570573211e+07,1.462761761761761904e+08
1.463463463463463654e+01,1.098597597597597837e+08,1.318117117117117047e+08,8.790780780780783296e+07,1.464463463463463783e+08
1.465165165165165284e+01,1.099873873873874098e+08,1.319648648648648560e+08,8.800990990990993381e+07,1.466165165165165365e+08
1.466866866866867092e+01,1.101150150150150359e+08,1.321180180180180073e+08,8.811201201201203465e+07,1.467866866866867244e+08
1.468568568568568722e+01,1.102426426426426619e+08,1.322711711711711586e+08,8.821411411411413550e+07,1.469568568568568826e+08
1.470270270270270352e+01,1.103702702702702880e+08,1.324243243243243098e+08,8.831621621621623635e+07,1.471270270270270407e+08
1.471971971971972160e+01,1.104978978978979290e+08,1.325774774774774611e+08,8.841831831831833720e+07,1.472971971971972287e+08
1.473673673673673790e+01,1.106255255255255401e+08,1.327306306306306124e+08,8.852042042042043805e+07,1.474673673673673868e+08
1.475375375375375597e+01,1.107531531531531811e+08,1.328837837837837785e+08,8.862252252252255380e+07,1.476375375375375748e+08
1.477077077077077227e+01,1.108807807807808071e+08,1.330369369369369298e+08,8.872462462462465465e+07,1.478077077077077329e+08
1.478778778778778857e+01,1.110084084084084332e+08,1.331900900900900662e+08,8.882672672672674060e+07,1.479778778778778911e+08
1.480480480480480665e+01,1.111360360360360593e+08,1.333432432432432324e+08,8.892882882882885635e+07,1.481480480480480790e+08
1.482182182182182295e+01,1.112636636636636853e+08,1.334963963963963836e+08,8.903093093093095720e+07,1.483182182182182372e+08
1.483883883883884103e+01,1.113912912912913263e+08,1.336495495495495349e+08,8.913303303303307295e+07,1.484883883883884251e+08
1.485585585585585733e+01,1.115189189189189374e+08,1.338027027027026862e+08,8.923513513513515890e+07,1.486585585585585833e+08
1.487287287287287363e+01,1.116465465465465635e+08,1.339558558558558375e+08,8.933723723723725975e+07,1.488287287287287414e+08
1.488988988988989171e+01,1.117741741741742045e+08,1.341090090090090036e+08,8.943933933933937550e+07,1.489988988988989294e+08
1.490690690690690801e+01,1.119018018018018305e+08,1.342621621621621549e+08,8.954144144144146144e+07,1.491690690690690875e+08
1.492392392392392608e+01,1.120294294294294566e+08,1.344153153153153062e+08,8.964354354354357719e+07,1.493392392392392755e+08
1.494094094094094238e+01,1.121570570570570827e+08,1.345684684684684575e+08,8.974564564564567804e+07,1.495094094094094336e+08
1.495795795795795868e+01,1.122846846846847087e+08,1.347216216216216087e+08,8.984774774774776399e+07,1.496795795795795918e+08
1.497497497497497676e+01,1.124123123123123348e+08,1.348747747747747600e+08,8.994984984984987974e+07,1.498497497497497797e+08
1.499199199199199306e+01,1.125399399399399608e+08,1.350279279279279113e+08,9.005195195195198059e+07,1.500199199199199378e+08
1.500900900900901114e+01,1.126675675675676018e+08,1.351810810810810626e+08,9.015405405405408144e+07,1.501900900900901258e+08
1.502602602602602744e+01,1.127951951951952130e+08,1.353342342342342138e+08,9.025615615615618229e+07,1.503602602602602839e+08
1.504304304304304374e+01,1.129228228228228390e+08,1.354873873873873651e+08,9.035825825825828314e+07,1.505304304304304421e+08
1.506006006006006182e+01,1.130504504504504800e+08,1.356405405405405164e+08,9.046036036036038399e+07,1.507006006006006300e+08
1.507707707707707812e+01,1.131780780780780911e+08,1.357936936936936677e+08,9.056246246246248484e+07,1.508707707707707882e+08
1.509409409409409619e+01,1.133057057057057321e+08,1.359468468468468487e+08,9.066456456456460059e+07,1.510409409409409761e+08
1.511111111111111249e+01,1.134333333333333582e+08,1.361000000000000000e+08,9.076666666666668653e+07,1.512111111111111343e+08
1.512812812812812879e+01,1.135609609609609842e+08,1.362531531531531215e+08,9.086876876876878738e+07,1.513812812812812924e+08
1.514514514514514687e+01,1.136885885885886103e+08,1.364063063063063323e+08,9.097087087087088823e+07,1.515514514514514804e+08
1.516216216216216317e+01,1.138162162162162364e+08,1.365594594594594836e+08,9.107297297297298908e+07,1.517216216216216385e+08
1.517917917917918125e+01,1.139438438438438773e+08,1.367126126126126349e+08,9.117507507507510483e+07,1.518917917917918265e+08
1.519619619619619755e+01,1.140714714714714885e+08,1.368657657657657862e+08,9.127717717717720568e+07,1.520619619619619846e+08
1.521321321321321385e+01,1.141990990990991145e+08,1.370189189189189076e+08,9.137927927927929163e+07,1.522321321321321428e+08
1.523023023023023192e+01,1.143267267267267555e+08,1.371720720720720887e+08,9.148138138138140738e+07,1.524023023023023307e+08
1.524724724724724823e+01,1.144543543543543816e+08,1.373252252252252400e+08,9.158348348348350823e+07,1.525724724724724889e+08
1.526426426426426630e+01,1.145819819819820076e+08,1.374783783783783913e+08,9.168558558558562398e+07,1.527426426426426768e+08
1.528128128128128260e+01,1.147096096096096337e+08,1.376315315315315425e+08,9.178768768768770993e+07,1.529128128128128350e+08
1.529829829829829890e+01,1.148372372372372597e+08,1.377846846846846938e+08,9.188978978978981078e+07,1.530829829829829931e+08
1.531531531531531698e+01,1.149648648648648858e+08,1.379378378378378749e+08,9.199189189189192653e+07,1.532531531531531811e+08
1.533233233233233328e+01,1.150924924924925119e+08,1.380909909909909964e+08,9.209399399399401248e+07,1.534233233233233392e+08
1.534934934934935136e+01,1.152201201201201528e+08,1.382441441441441774e+08,9.219609609609612823e+07,1.535934934934935272e+08
1.536636636636636766e+01,1.153477477477477789e+08,1.383972972972972989e+08,9.229819819819822907e+07,1.537636636636636853e+08
1.538338338338338396e+01,1.154753753753753901e+08,1.385504504504504800e+08,9.240030030030031502e+07,1.539338338338338435e+08
1.540040040040040203e+01,1.156030030030030310e+08,1.387036036036036015e+08,9.250240240240243077e+07,1.541040040040040314e+08
1.541741741741741833e+01,1.157306306306306571e+08,1.388567567567567825e+08,9.260450450450453162e+07,1.542741741741741896e+08
1.543443443443443641e+01,1.158582582582582831e+08,1.390099099099099338e+08,9.270660660660663247e+07,1.544443443443443775e+08
1.545145145145145271e+01,1.159858858858859092e+08,1.391630630630630851e+08,9.280870870870873332e+07,1.546145145145145357e+08
1.546846846846847079e+01,1.161135135135135353e+08,1.393162162162162364e+08,9.291081081081083417e+07,1.547846846846847236e+08
1.548548548548548709e+01,1.162411411411411613e+08,1.394693693693693876e+08,9.301291291291293502e+07,1.549548548548548818e+08
1.550250250250250339e+01,1.163687687687687874e+08,1.396225225225225389e+08,9.311501501501503587e+07,1.551250250250250399e+08
1.551951951951952147e+01,1.164963963963964283e+08,1.397756756756756902e+08,9.321711711711715162e+07,1.552951951951952279e+08
1.553653653653653777e+01,1.166240240240240395e+08,1.399288288288288414e+08,9.331921921921923757e+07,1.554653653653653860e+08
1.555355355355355584e+01,1.167516516516516805e+08,1.400819819819819927e+08,9.342132132132135332e+07,1.556355355355355740e+08
1.557057057057057214e+01,1.168792792792793065e+08,1.402351351351351440e+08,9.352342342342345417e+07,1.558057057057057321e+08
1.558758758758758844e+01,1.170069069069069326e+08,1.403882882882882953e+08,9.362552552552554011e+07,1.559758758758758903e+08
1.560460460460460652e+01,1.171345345345345587e+08,1.405414414414414763e+08,9.372762762762765586e+07,1.561460460460460782e+08
1.562162162162162282e+01,1.172621621621621847e+08,1.406945945945945978e+08,9.382972972972975671e+07,1.563162162162162364e+08
1.563863863863864090e+01,1.173897897897898257e+08,1.408477477477477789e+08,9.393183183183185756e+07,1.564863863863864243e+08
1.565565565565565720e+01,1.175174174174174368e+08,1.410009009009009004e+08,9.403393393393395841e+07,1.566565565565565825e+08
1.567267267267267350e+01,1.176450450450450629e+08,1.411540540540540814e+08,9.413603603603605926e+07,1.568267267267267406e+08
1.568968968968969158e+01,1.177726726726727039e+08,1.413072072072072327e+08,9.423813813813817501e+07,1.569968968968969285e+08
1.570670670670670788e+01,1.179003003003003299e+08,1.414603603603603840e+08,9.434024024024027586e+07,1.571670670670670867e+08
1.572372372372372595e+01,1.180279279279279560e+08,1.416135135135135353e+08,9.444234234234237671e+07,1.573372372372372746e+08
